nama_rumah_sakit,alamat,telp,text
RS HERMINA SERPONG,Jl.  Raya Puspitek Km.8 No.99. Serpong. Tangerang Selatan,'(021) 7588 4999,Admedika Corporate | Provinsi: BANTEN | Kota: TANGERANG SELATAN
RSIA BUNDA CIPUTAT,Jl. Re Martadinata No. 30. Ciputat,'(021) 7401347/ 0852 1795 1795,Admedika Corporate | Provinsi: BANTEN | Kota: TANGERANG SELATAN
RSIA BUAH HATI PAMULANG,Jl. Raya Siliwangi No 189 Pondok Benda Pamulang,'021-7421149 / 7414488,Admedika Corporate | Provinsi: BANTEN | Kota: TANGERANG SELATAN
RS INSAN PERMATA,Jl. Bhayangkara 1 No.68 Pakujaya. Serong Utara - Tangerang Selatan,'021-53121344,Admedika Corporate | Provinsi: BANTEN | Kota: TANGERANG SELATAN
RS PERMATA PAMULANG,Jl. Raya Siliwangi No.1 A. Pamulang,'021-74704999/74709079,Admedika Corporate | Provinsi: BANTEN | Kota: TANGERANG SELATAN
APOTEK FARMARIN IV BINTARO,Jl. Raya Pondok Betung No. 46. Bintaro Utama Sektor 3 Blok Am. Bintaro Jaya,'021-7357077,Admedika Corporate | Provinsi: BANTEN | Kota: TANGERANG SELATAN
KLINIK PRODIA BINTARO,Ruko Kebayoran Arcade 2 Blok B3 No.33-35. Bintaro Jaya. Sektor 7,'021-7370185 / 29511799 / 7470185,Admedika Corporate | Provinsi: BANTEN | Kota: TANGERANG SELATAN
LAB PRODIA BUMI SERPONG DAMAI (BSD),Jl. Letnan Sutopo. Ruko Golden Madrid Blok B No.1-2. Bumi Serpong Damai,'021-53160403/4,Admedika Corporate | Provinsi: BANTEN | Kota: TANGERANG SELATAN
PRODIA GADING SERPONG,Ruko Paramount Center 1a/ 32 Jl.  Kelapa Dua. Gading Serpong. Tangerang,'(021) 29014884. 29014885,Admedika Corporate | Provinsi: BANTEN | Kota: TANGERANG SELATAN
RSIA BUAH HATI CIPUTAT,Jl. Aria Putra No 399 Serua Indah Ciputat - Tangerang,'021-74632222,Admedika Corporate | Provinsi: BANTEN | Kota: TANGERANG SELATAN
RS MEDIKA BSD,Jl.  Letnan Soetopo Kav. Kom. Iii A No 7. Bsd Tangerang,'021 - 5372296,Admedika Corporate | Provinsi: BANTEN | Kota: TANGERANG SELATAN
KLINIK AMIRA,Griya Loka Sek 1.6 Blok A1 No.3 Bsd. Tangerang Selatan,'021-5384219 / 5389312 /5384312,Admedika Corporate | Provinsi: BANTEN | Kota: TANGERANG SELATAN
KLINIK SELARAS,Jl. Raya Serpong Bsd Sektor Iv.Ruko E.No.43-45 Serpong-Tangerang,'021-5370311-,Admedika Corporate | Provinsi: BANTEN | Kota: TANGERANG SELATAN
FDC DENTAL ALAM SUTERA,"Ruko Sutera Niaga I, Jl. Raya Serpong No.21, Pakulonan, Kec. Serpong Utara, Kota Tangerang Selatan, Banten 15325",,Admedika Corporate | Provinsi: BANTEN | Kota: TANGERANG SELATAN
RS ICHSAN MEDICAL CENTER (IMC),Jl.  Raya Jombang No.56 Bintaro Sektor Ix,'021-7456379/ 021-7456386,Admedika Corporate | Provinsi: BANTEN | Kota: TANGERANG SELATAN
RS UIN SYARIF HIDAYATULLAH,Jl. Ir.H.Juanda No.95 Ciputat,'021-30010100/7402718/7499129,Admedika Corporate | Provinsi: BANTEN | Kota: TANGERANG SELATAN
MEDIKIDS BY MHDC BINTARO,"RUKO KEBAYORAN ARCADE 3 BLOK. E1 NO.10, BINTARO JAYA SEKTOR 7. JL. BOULEVARD RAYA, PONDOK AREN, TANGGERANG SELATAN",021-22929886,Admedika Corporate | Provinsi: BANTEN | Kota: TANGERANG SELATAN
RS PERMATA DALIMA SERPONG,Griya Loka. Sektor 1.2. Blok Ua/26-27. Bumi Serpong Damai,'021-5380375/5388279021-5388279 / 53741,Admedika Corporate | Provinsi: BANTEN | Kota: TANGERANG SELATAN
LAB PRODIA TANGERANG,Sutera Niaga I No. 21. Ruko Alam Sutera. Serpong. Tanggerang 15325,'021-539 9961,Admedika Corporate | Provinsi: BANTEN | Kota: TANGERANG SELATAN
AUDY DENTAL BSD,"RUKO GOLDEN BOULEVARD BLOK Q3 JL. PAHLAWAN SERIBU, BSD, TANGERANG SELATAN",021-53161399,Admedika Corporate | Provinsi: BANTEN | Kota: TANGERANG SELATAN
AUDY DENTAL BINTARO,"RUKAN VICTORIAN BINTARO BLOK AA NO.03, JL. BINTARO UTAMA SEKTOR 3A, PONDOK AREN, TANGERANG SELATAN",(021) 22734928,Admedika Corporate | Provinsi: BANTEN | Kota: TANGERANG SELATAN
OPTIK SEIS LIVING WORLD ALAM SUTERA,"GROUND FLOOR NO. 18 ALAM SUTERA BOULEVARD KAV.21 ALAM SUTERA, SERPONG 15325",(021) 53125605|,Admedika Corporate | Provinsi: BANTEN | Kota: TANGERANG SELATAN
OPTIK SEIS MAL ALAM SUTERA,"ALAM SUTERA, SERPONG JL.  JALUR SUTERA BARAT KAV. 16 ALAM SUTERA, TANGERANG",(021) 30449248|,Admedika Corporate | Provinsi: BANTEN | Kota: TANGERANG SELATAN
OPTIK SEIS BINTARO JAYA XCHANGE MALL,"GROUND FLOOR NO. 217 JL.  BOULEVARD BINTARO JAYA, SEKTOR 7 BLOK B7/C2 NO.1 TANGERANG SELATAN 15224",(021) 29864909|,Admedika Corporate | Provinsi: BANTEN | Kota: TANGERANG SELATAN
OPTIK SEIS OWNDAYS BXC 2,"LT UG NO UG-S-44-A, CBD BINTARO JAYA BLOK O-2, BINTARO HAYA SEKTOR VII,TANGERANG",021-39702858,Admedika Corporate | Provinsi: BANTEN | Kota: TANGERANG SELATAN
OPTIK SEIS PLAZA BINTARO JAYA,LANTAI I BLOK F.05 - 06 JL.  BINTARO UTAMA III BINTARO JAYA SEKTOR IIIA TANGERANG,(021) 7352701|,Admedika Corporate | Provinsi: BANTEN | Kota: TANGERANG SELATAN
KLINIK UTAMA THC BSD (TELKOMEDIKA TANGERANG),"GRAHA TELKOM JL. PAHLAWAN SERIBU NO.1 LENGKONG WETAN, SERPONG, KOTA TANGERANG",021-55695199|,Admedika Corporate | Provinsi: BANTEN | Kota: TANGERANG SELATAN
KLINIK KF. 0590 - PONDOK BENDA,"Jl. Raya Pamulang Permai II B No. 13, Kec. Pamulang",021-7430698|,Admedika Corporate | Provinsi: BANTEN | Kota: TANGERANG SELATAN
PROMPTUS WOMEN AND CHILDREN CLINIC,RUKO TOL BOULEVARD BSD BLOK B NO.6 DAN 7 JL. PELAYANGAN RAWA BUNTU,0877-90008988|,Admedika Corporate | Provinsi: BANTEN | Kota: TANGERANG SELATAN
FDC DENTAL BINTARO,"JL. PONDOK BETUNG RAYA NO. 18, KEL. PONDOK BETUNG, KEC. PD. AREN",021-73492969|,Admedika Corporate | Provinsi: BANTEN | Kota: TANGERANG SELATAN
MAESA DENTAL CLINIC,"JL. PUSPITEK RAYA NO.81C BUARAN, SERPONG",021-29665993||,Admedika Corporate | Provinsi: BANTEN | Kota: TANGERANG SELATAN
KF 0322 VILLA DAGO,"JL. RAYA PAMULANG RUKO VILLA DAGO BLOK AD NO. 1, PAMULANG BARAT, PAMULANG, TANGERANG SELATAN",082112919081||,Admedika Corporate | Provinsi: BANTEN | Kota: TANGERANG SELATAN
FDC DENTAL CLINIC (CIPUTAT),"JL. IR H. JUANDA NO.59, CEMP. PUTIH, KEC. CIPUTAT TIM., TANGERANG SELATAN",021-74791788,Admedika Corporate | Provinsi: BANTEN | Kota: TANGERANG SELATAN
OPTIK MELAWAI RUKO SOUTHCITY SQUARE,"BLOK B1-17, JL. SOUTH CITY BARAT KEL. PONDOK CABE UDIK, KEC. PAMULANG",0815-2910-4001,Admedika Corporate | Provinsi: BANTEN | Kota: TANGERANG SELATAN
OPTIK MELAWAI BINTARO XCHANGE 2,"LT. UG F-08. CBD BINTARO JAYA JL. SEKTOR VII NO.2 BLOK O, KEL. PONDOK JAYA, KEC. PONDOK AREN",0815 1942 0648,Admedika Corporate | Provinsi: BANTEN | Kota: TANGERANG SELATAN
RS BHAYANGKARA BENGKULU,Jl.  Veteran. No.2,'0736-341086/21553,Admedika Corporate | Provinsi: BENGKULU | Kota: BENGKULU
RS TIARA SELLA,Jl.  S Parman No. 61 Padang Jati. Bengkulu,'0736-20350 021-8221574,Admedika Corporate | Provinsi: BENGKULU | Kota: BENGKULU
OPTIK MELAWAI BENCOOLEN MALL,BENCOOLEN MALL LT DASAR B#28,0736-5611119,Admedika Corporate | Provinsi: BENGKULU | Kota: BENGKULU
OPTIK INTERNASIONAL BENGKULU 2,JL.MT.HARYONO  NO.17 - SIMPANG MASJID JAMIK TENGAH PADANG - KOTA BENGKULU,0736-346990,Admedika Corporate | Provinsi: BENGKULU | Kota: BENGKULU
OPTIK INTERNASIONAL BENGKULU 3,JL. SUPRAPTO NO. 142 (SIMPANG LIMA) BENGKULU,0736-7324772,Admedika Corporate | Provinsi: BENGKULU | Kota: BENGKULU
OPTIK INTERNASIONAL BENGKULU 1,MEGA MALL BENGKULU LT.DASAR NO.D06 JL.  K.Z. ABIDIN II PASAR MINGGU BENGKULU,0736-343118,Admedika Corporate | Provinsi: BENGKULU | Kota: BENGKULU
KLINIK PRATAMA PELABUHAN BENGKULU,JL. KAPUAS 2 NO. 1 RT. 15 RW. 05 KELURAHAN PADANG HARAPAN KECAMATAN GADING CEMPAKA KOTA BENGKULU,0899-8736-941 / 0852-1196-0531|,Admedika Corporate | Provinsi: BENGKULU | Kota: BENGKULU
OPTIK SEIS BENCOOLEN MALL,"LANTAI DASAR BLOK B NO. 01, JL. PARIWISATA NO.1, BENGKULU",0736-7350805|,Admedika Corporate | Provinsi: BENGKULU | Kota: BENGKULU
LAB KF BENGKULU,"Jl. S. Parman No. 113, Kebun Kenanga, Kel. Padang Jati, Kec. Ratu Agung",0736-347970||,Admedika Corporate | Provinsi: BENGKULU | Kota: BENGKULU
RS RAFFLESIA BENGKULU,"JL. MAHONI NO.10, PADANG JATI",0736-21710|-,Admedika Corporate | Provinsi: BENGKULU | Kota: BENGKULU
KLINIK PRODIA BENGKULU,"JL. S.PARMAN NO.54, PENURUNAN, RATU SAMBAN",0736-7328020||,Admedika Corporate | Provinsi: BENGKULU | Kota: BENGKULU
RS HANA CHARITAS ARGA MAKMUR,"JL. IR. SUKARNO NO.12, DESA RAMA AGUNG, KEC. ARGA MAKMUR, KAB. BENGKULU UTARA, BENGKULU",0737-522300|,Admedika Corporate | Provinsi: BENGKULU | Kota: BENGKULU
RS UNIVERSITAS ISLAM INDONESIA,"JL. SRANDAKAN KM. 5,5 WIJIREJO, PANDAK",0274-2812999||,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: BANTUL
LAB KLINIK CITO YOGYAKARTA (BANTUL),JL. RAYA BANTUL KM.10 MELIKAN LOR,0274-7101015||,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: BANTUL
RS PKU MUHAMMADIYAH GAMPING,Jl.  Wates Km 5.5 Gamping Sleman Yogyakarta,'0274-6499704/6499706,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: SLEMAN
JOGJA INTERNATIONAL HOSPITAL (JIH),Jl. Ring Road Utara  No.160 Condong Catur,'0274-4463535/4463190,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: SLEMAN
RS HERMINA YOGYA,Jl. Mataraman Hermina Rt 06 Rw 50 Gondangan Ringinsari Maguwoharjo. Depok,'0274-2800808/2800909,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: SLEMAN
OPTIK SEIS JOGJA CITY MAL,"LANTAI GF UNIT 36 JL.  MAGELANG KM 6 NO. 18 SINDUADI, MLATI, SLEMAN, YOGYAKARTA",(0274) 6429223|,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: SLEMAN
RSUP DR. SARDJITO,JL. KESEHATAN NO.1 SEKIP,0274-587333||,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: SLEMAN
OPTIK MELAWAI RUKO KALIURANG,"JL. KALIURANG KM 5 / CT III NO. 8, DESA CATUR TUNGGAL KEC. DEPOK",0815-1042-3917|,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: SLEMAN
RSI YOGYAKARTA PDHI,"JL. SOLO KM.12,5 KALASAN, SLEMAN, YOGYAKARTA",0274-498000|,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: SLEMAN
FDC DENTAL CLINIC KALIURANG,"JL. KALIURANG NO.68, MANGGUNG, CATURTUNGGAL, KEC. DEPOK, SLEMAN",0811-1220-5810|,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: SLEMAN
RS AN NUR,"JL. N.COLOMBO NO.14, YOGYAKARTA",0274-585848 / 0274-514784|,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: SLEMAN
LAB KF ADISUCIPTO YOGYAKARTA,"JL. LAKSDA ADISUCIPTO NO. 63A, CATURTUNGGAL, DEPOK, SLEMAN",0274-28066667,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: SLEMAN
KLINIK KF.0070 - YOGYAKARTA,JL. ADISUCIPTO NO.63,0274-489135|,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: SLEMAN
OPTIK TUNGGAL PAKUWON MALL YOGYA,"JL. RING ROAD UTARA, SANGGRAHAN, CONDONGCATUR, DEPOK, SLEMAN",0274-5013110||,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: SLEMAN
OPTIK TUNGGAL LIPPO PLAZA JOGJA ( LMY ),"JL. LAKSDA ADISUCIPTO 32-34 DEMANGAN, GONDOKUSUMAN YOGYAKARTA. 55001",0274-2922 809||,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: SLEMAN
OPTIK TUNGGAL AMBARUKMO MAL YOGYA ( AMY ),JL. LAKSDA ADISUCIPTO - YOGYAKARTA,0274-433 1166||,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: SLEMAN
OPTIK SATURDAYS PAKUWON MALL JOGJA,"L1-K02, PAKUWON MALL YOGYAKARTA, JL.RING ROAD UTARA, KALIWARU, CONDONGCATUR, KEC.DEPOK, KAB.SLEMAN, DAERAH ISTIMEWA YOGYAKARTA",0877-4955-2542|,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: SLEMAN
KIMIA FARMA (JL. KESEHATAN),JL. KESEHATAN SEKIP,,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: SLEMAN
PARAHITA YOGYA KALIURANG,"JL. KALIURANG KM.6 NO.26 KENTUNGAN, MANGGUNG, CONDONGCATUR, KEC.DEPOK, KAB.SLEMAN",031-5020552/ 5020081||,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: SLEMAN
OPTIK SEIS SLEMAN CITY HALL,"GROUND FLOOR NO.GF-15, JL MAGELANG KM 9,6 NO 18 DENGGUNG, TRIDADI, SLEMAN, YOGYAKARTA",0274-2888056,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: SLEMAN
OPTIK SATURDAYS PLAZA AMBARUKMO,"GF/B-26,27, PLAZA AMBARRUKMO, JL. LAKSDA ADISUCIPTO NO. 80 AMBARUKMO, CATURTUNGGAL, KEC. DEPOK",0877-4955-2534,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: SLEMAN
OPTIK MELAWAI RUKO PARANGTRITIS YOGYAKARTA,"JL. PARANGTRITIS NO 178, KEL. MANTRIJERON, KEC. MANTRIJERON, KOTA YOGYAKARTA",0815-1988-3977,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: YOGYAKARTA
RS LUDIRA HUSADA TAMA,Jl.  Wiratama No.4 Tegalrejo,'0274 2871840/ 620333/620373/0274-620091,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: YOGYAKARTA
RS PANTI RAPIH,Jl. Cik Ditiro. No.30,'0274-514014/514845/563333,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: YOGYAKARTA
KLINIK FARMARIN YOGYAKARTA,Jl. P. Mangkubumi No. 73 Yogyakarta,'0274-586397,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: YOGYAKARTA
RS BETHESDA YOGYAKARTA,Jl. Jend.Sudirman No.70,0274- 586688,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: YOGYAKARTA
APOTEK FARMARIN YOGYAKARTA,Jl.  P. Mangkubumi No.73 Yogyakarta,'0274-586397,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: YOGYAKARTA
RS HAPPYLAND MEDICAL CENTER,Jl.  Ipda Tut Hars. Ono No. 53. Timoho,'0274-550060/58,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: YOGYAKARTA
SILOAM HOSPITALS YOGYAKARTA (Hanya Berlaku Sistem Reimbursement),Jl. Laksda Adisucipto N0. 32-34 Demangan Gondokusuman Yogyakarta,'(0274) 4600 900,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: YOGYAKARTA
RS PKU MUHAMMADIYAH YOGYAKARTA,Jl. K.H.Achmad Dahlan. No.20,'0274-512653-,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: YOGYAKARTA
LAB PRODIA BINTARAN YOGYAKARTA,Jl. Bintaran Kulon No. 28 Yogyakarta 55151,'0274-373271/375273,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: YOGYAKARTA
LAB PRODIA MANGKUBUMI YOGYAKARTA,Jl. Pangeran Mangkubumi No. 50 Yogyakarta 55232,'0274-580675/515818,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: YOGYAKARTA
OPTIK MELAWAI AMBARUKMO YOGYA,Plaza Ambarukmo GF No. A11,0274-4331136,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: YOGYAKARTA
OPTIK MELAWAI PAKUWON MALL JOGJA,"Hartono Mall GF No. 11, Jl. Raya Ringroad Utara, Jogja",0274-29240097,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: YOGYAKARTA
OPTIK MELAWAI JL. SOLO YOGYAKARTA,JL. URIP SUMOHARJO NO.29,0274-560182,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: YOGYAKARTA
OPTIK MELAWAI PLAZA MALIOBORO,"Mall Malioboro Lt. 1 No. 15-16, Jl. Malioboro No. 52-56, Suryaatmajan, Yogyakarta",0274-589490,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: YOGYAKARTA
OPTIK MELAWAI YOGYA CITY MALL,"Jogja City Mall, Lt. GF No. 35 Yogyakarta",0274-6429231,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: YOGYAKARTA
OPTIK SEIS MAL MALIOBORO,UPPER GROUND UNIT 26-27 JL.  MALIOBORO NO. 52-58 SEMARANG,(0274) 589474|,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: YOGYAKARTA
OPTIK SEIS MAL GALERIA (JOGJA),"LANTAI DASAR UNIT 22, 23, 25 - 27 JL.  JENDRAL SUDIRMAN NO. 99 - 101 YOGYAKARTA",(0274) 584703|,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: YOGYAKARTA
OPTIK SEIS PLASA AMBARRUKMO,LANTAI DASAR NO. B 8 & 9 JL.  LAKSDA ADISUCIPTO YOGYAKARTA,(0274) 4331138|,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: YOGYAKARTA
OPTIK SEIS HARTONO MALL JOGJA,"GROUND FLOOR UNIT #60 JL.RAYA RING ROAD UTARA,CONDONG CATUR, SLEMAN,YOGYAKARTA",0274-2924058|,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: YOGYAKARTA
OPTIK INTERNASIONAL YOGYA 1,JL. MATARAM NO. 64 YOGYAKARTA,0264-566934,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: YOGYAKARTA
OPTIK INTERNASIONAL YOGYA AMBARUKMO,PLAZA AMBARUKMO GF A- 24 JL. LAKSADA ADISUCIPTO YOGYAKARTA,0274-4331155,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: YOGYAKARTA
"THC, TF 22 YOGYAKARTA (TELKOMEDIKA YOGYAKARTA)",JL.  TIMOHO NO. 86 YOGYAKARTA,0274-5305079|,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: YOGYAKARTA
PARAHITA YOGYA DR SUTOMO,"JL. DR SUTOMO NO.41, BAUSASRAN, KEC. DANUREJAN",031-5020552/ 5020081||,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: YOGYAKARTA
LAB KLINIK CITO YOGYAKARTA,JL. ATMOSUKARTO NO.4,0274-563656||,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: YOGYAKARTA
FDC DENTAL CLINIC TUGU,"JL. PANGERAN DIPONEGORO NO.63, GOWONGAN, JETIS",0811-9770-2005|,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: YOGYAKARTA
KLINIK KF.0207 - PARANGTRITIS,"Jl. Parangtritis No. 130, Mantrijeron",0274-419745|,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: YOGYAKARTA
RS MATA DR.YAP,"JL.  TEUKU CIK DITIRO, NO.5",0274-562054|,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: YOGYAKARTA
LAB. PRAMITA SULTAN AGUNG,JL. SULTAN AGUNG NO.67,021-85908530||,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: YOGYAKARTA
LAB. PRAMITA YOGYAKARTA,JL. CIK DITIRO NO.17,0274-550526||,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: YOGYAKARTA
OPTIK SEIS PLAZA MALIOBORO,"PLAZA MALIOBORO, UPPER GROUND UNIT 24A, JL. MALIOBORO NO. 52-58 YOGYAKARTA",0274-5027009|,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: YOGYAKARTA
RSKIA RACHMI YOGYAKARTA,"JL. KH.WACHID HASYIM NO.47, NOTOPRAJAN, NGAMPILAN",0274-376717|,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: YOGYAKARTA
KLINIK UTAMA INTIBIOS CABANG YOGYAKARTA,"JL. PANGERAN DIPONEGORO NO.92, COKRODININGRATAN, KEC. JETIS",0821-3000-1433|,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: YOGYAKARTA
LAB.KLINIK CITO YOGYAKARTA (WATES),JL. BRIGJEN KATOMSO NO. 67 WATES,0274-7101014||,Admedika Corporate | Provinsi: DI YOGYAKARTA | Kota: KULON PROGO
MAYAPADA CLINIC CENTRAL PARK,"JL. TANJUNG DUREN RAYA GRAND SHOPPING ARCADE BEAUFORT 8 NO. AC, KEL. TANJUNG DUREN SELATAN, KEC. GROGOL PETAMBURAN, JAKARTA BARAT",021-29859901|,Admedika Corporate | Provinsi: DKI JAKARTA | Kota: JAKARTA BARAT
AUDY DENTAL CLINIC PURI INDAH,"JL. SANGGRAHAN NO.70, KEL. MERUYA UTARA, KEC. KEMBANGAN, KOTA JAKARTA BARAT",0811-1220-1875,Admedika Corporate | Provinsi: DKI JAKARTA | Kota: JAKARTA BARAT
Klinik Medikids by MHDC Kebon Jeruk,"Komp. Graha Mas Jl. Perjuangan Blok C No. 3A Kebon Jeruk, Jakarta Barat",,Admedika Corporate | Provinsi: DKI JAKARTA | Kota: JAKARTA BARAT
RS GRHA KEDOYA,Jl.  Panjang No 26. Kedoya Utara,'021-56982222/29910999,Admedika Corporate | Provinsi: DKI JAKARTA | Kota: JAKARTA BARAT
RS CIPUTRA CITRA GARDEN CITY,Jl. Boulevard Blok G-1 No.1 Citra 5 - Citra Garden City. Pegadungan. Kalideres,'(021) 2255 7888,Admedika Corporate | Provinsi: DKI JAKARTA | Kota: JAKARTA BARAT
RS SUMBER WARAS (Grogol),Jl. Kyai Tapa - Grogol,'021-5682011/5605800,Admedika Corporate | Provinsi: DKI JAKARTA | Kota: JAKARTA BARAT
RS MEDIKA PERMATA HIJAU,Jl.  Raya Kebayoran Lama. No.64,'021 - 530 5288 / 534 7411,Admedika Corporate | Provinsi: DKI JAKARTA | Kota: JAKARTA BARAT
RS JAKARTA EYE CENTER (JEC) KEDOYA,Jl.  Terusan Arjuna Utara No. 1 Kedoya,021-29221000,Admedika Corporate | Provinsi: DKI JAKARTA | Kota: JAKARTA BARAT
RS PATRIA IKKT,Jl.  Cendrawasih No.1 Komp Dephan/Mabes Tni,'021-5308981-84-,Admedika Corporate | Provinsi: DKI JAKARTA | Kota: JAKARTA BARAT
RS PELNI,Jl. Aip Ii  K.S.Tubun. No.92-94. Petamburan,'021-5480608/5306901/5349475,Admedika Corporate | Provinsi: DKI JAKARTA | Kota: JAKARTA BARAT
TOOTHS KINGDOM DENTAL CARE GROGOL,Jl. Jelambar Utama Sakti Ii No.20a. Grogol,08128899712,Admedika Corporate | Provinsi: DKI JAKARTA | Kota: JAKARTA BARAT
SILOAM HOSPITALS KEBON JERUK (Hanya Berlaku Sistem Reimbursement),Jl. Raya Perjuangan. Kav.8. Kebon Jeruk,'021- 25677888/021-5300889,Admedika Corporate | Provinsi: DKI JAKARTA | Kota: JAKARTA BARAT
MITRA KELUARGA KALIDERES,Jl. Peta Selatan No.1 Rt.007/Rw.011 Kalideres,'021-22523700,Admedika Corporate | Provinsi: DKI JAKARTA | Kota: JAKARTA BARAT
RS HERMINA DAAN MOGOT,Jl. Kintamani Raya. No.2. Perumahan Daan Mogot Baru. Cengkareng,'021-5408989,Admedika Corporate | Provinsi: DKI JAKARTA | Kota: JAKARTA BARAT
RSUD CENGKARENG,Jl. N. Kamal Raya. Bumi Cengkareng Indah. Cengkareng Timur,'021-54372874/5/6 / 54372882,Admedika Corporate | Provinsi: DKI JAKARTA | Kota: JAKARTA BARAT
RS PONDOK INDAH PURI INDAH,Jl.  Puri Indah Raya Blok S2. Kembangan Selatan,'021-25695222/25695200,Admedika Corporate | Provinsi: DKI JAKARTA | Kota: JAKARTA BARAT
RS JANTUNG HARAPAN KITA,Jl.  Letjen S Parman Kav.87 Slipi,'021-5684093 / 5684085,Admedika Corporate | Provinsi: DKI JAKARTA | Kota: JAKARTA BARAT
KLINIK YADIKA TEGAL ALUR,Jl. Kamal Raya Blok A7 No.7-11 Tegal Alur,'021- 55963484,Admedika Corporate | Provinsi: DKI JAKARTA | Kota: JAKARTA BARAT
RS ROYAL TARUMA,Jl. Daan Mogot No.34 Grogol,'021-56967788/56958338,Admedika Corporate | Provinsi: DKI JAKARTA | Kota: JAKARTA BARAT
RSAB HARAPAN KITA,Jl.  Jend S.Parman. Kav.87. Slipi,'021-5668284/5686404/5683053021-566 8284,Admedika Corporate | Provinsi: DKI JAKARTA | Kota: JAKARTA BARAT
PRODIA DAAN MOGOT BARU,Ruko Daan Mogot Baru Jl. Tampak Siring Blok Kjg No.10,'021-54392150-29038204,Admedika Corporate | Provinsi: DKI JAKARTA | Kota: JAKARTA BARAT
PRODIA KEDOYA,Jl. Kedoya Agave Raya Perkantoran Tomang Tol Raya Blok A2 / No.22 Kedoya Selatan,'(021) 5803066. 5812941,Admedika Corporate | Provinsi: DKI JAKARTA | Kota: JAKARTA BARAT
LAB MEDIA PRODIA PURI INDAH,Komplek Sentra Niaga Puri Indah Blok T/6 No.28. Jl. Puri Lingkar Dalam Jakarta Barat,'021-58304501,Admedika Corporate | Provinsi: DKI JAKARTA | Kota: JAKARTA BARAT
KLINIK MATA NUSANTARA (KEBON JERUK),"JL. ARJUNA UTARA NO.50, KEBON JERUK",(021) 564 6688|-,Admedika Corporate | Provinsi: DKI JAKARTA | Kota: JAKARTA BARAT
OPTIK MELAWAI ANGGREK MALL,"Mall Taman Anggrek Lt. UG No. 82A, Grogol",021-5639313,Admedika Corporate | Provinsi: DKI JAKARTA | Kota: JAKARTA BARAT
