nama_rumah_sakit,alamat,telp,text
RSAU dr. Charles P. J. Suoth Lanud Sam Ratulangi,"Jl. A.A. Maramis, Kelurahan Lapangan, Kecamatan Mapanget, Kota Manado, Provinsi Sulawesi Utara
Kota Manado
Sulawesi Utara Indonesia", ,Reimbursement | Sulawesi Utara | Kota Manado | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | Sulawesi Utara | Kota Manado | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RSUD dr. Chasbullah Abdulmadjid Kota Bekasi,"Jl. Pramuka No.55, RT.006/RW.006, Marga Jaya, Kec. Bekasi Selatan
Kota Bekasi
Jawa Barat Indonesia 17141",218841005,Cashless - Dengan Persetujuan Akhir | Jawa Barat | Kota Bekasi | Cashless - Dengan Persetujuan Akhir | Jawa Barat | Kota Bekasi | prudential | prudential
RS Dr. Cipto Mangunkusumo,Jl. Diponegoro No.71 Kota Jakarta Pusat DKI Jakarta Indonesia 16418,1500135,"Cashless - Dengan Persetujuan Akhir | DKI Jakarta | Kota Jakarta Pusat | 1. Rawat Inap
2. Rawat Jalan (Post Rawat Inap, Kecelakaan, Hemodialisa, Kemotherapy dan One Day Surgery)
3. Pre-Admission | Cashless - Dengan Persetujuan Akhir | DKI Jakarta | Kota Jakarta Pusat | 1. Rawat Inap
2. Rawat Jalan (Post Rawat Inap, Kecelakaan, Hemodialisa, Kemotherapy dan One Day Surgery)
3. Pre-Admission | prudential | prudential"
RSAU dr. Dody Sardjoto,"Jl. By Pass Bandar Udara Internasional Sultan Hasanuddin Kabupaten Maros
Sulawesi Selatan
Indonesia", ,Reimbursement | Sulawesi Selatan | Kabupaten Maros | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | Sulawesi Selatan | Kabupaten Maros | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RS Otak Dr. Drs. M. Hatta,"Jl. Sudirman, Sapiran, Kec. Aur Birugo Tigo Baleh Kota Bukittinggi
Sumatera Barat
Indonesia 26137",75221013,Cashless - Dengan Persetujuan Akhir | Sumatera Barat | Kota Bukittinggi | Cashless - Dengan Persetujuan Akhir | Sumatera Barat | Kota Bukittinggi | prudential | prudential
RS Dr. Etty Asharto,"Jl. Sajid 44 Batu 65313 Kota Batu
Jawa Timur
Indonesia", ,Reimbursement | Jawa Timur | Kota Batu | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | Jawa Timur | Kota Batu | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RS Paru Dr. H. A. Rotinsulu,"Jl. Bukit Jarian No.40, Hegarmanah, Kec. Cidadap Kota Bandung
Jawa Barat
Indonesia 40141",222034446,Cashless - Dengan Persetujuan Akhir | Jawa Barat | Kota Bandung | Cashless - Dengan Persetujuan Akhir | Jawa Barat | Kota Bandung | prudential | prudential
RSUD Dr. H. Jusuf SK (d/h Tarakan Kalimantan Utara),"Jl. Pulau Irian No.1, Kp. Satu Skip, Tarakan Tengah, Kota Tarakan, Kalimantan Utara
Kota Tarakan
Kalimantan Utara Indonesia", ,Reimbursement | Kalimantan Utara | Kota Tarakan | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | Kalimantan Utara | Kota Tarakan | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RS Dr. Hafiz (RSDH) Cianjur,"Jl. Pramuka No.15, Bojong, Kec. Karangtengah, Kabupaten Cianjur, Jawa Barat 43281
Kabupaten Cianjur
Jawa Barat Indonesia", ,Reimbursement | Jawa Barat | Kabupaten Cianjur | Tanggal Bergabung PRUPriority Hospital Reimbursement: 20 Feb 2024 | Reimbursement | Jawa Barat | Kabupaten Cianjur | Tanggal Bergabung PRUPriority Hospital Reimbursement: 20 Feb 2024 | prudential | prudential
RS Dr. Hasri Ainun Habibie Parepare,"Jl. Latasakka, Tonrangeng 1 No.46 C, RT1/RW2, Kel: Lumpue, Kec: Bacukiki Barat, Kota Parepare Parepare, Prov.Sulawesi Selatan
Kota Parepare Sulawesi Selatan Indonesia", ,Reimbursement | Sulawesi Selatan | Kota Parepare | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | Sulawesi Selatan | Kota Parepare | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RSAU dr. Hoediyono Lanud Suryadarma,"Jl. Raya Baru No. 10 Desa/Kel. Kalijati Barat Kec. Kalijati Kab. Subang
Kabupaten Subang
Jawa Barat Indonesia", ,Reimbursement | Jawa Barat | Kabupaten Subang | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | Jawa Barat | Kabupaten Subang | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RSUP dr. Johannes Leimena,"Jl. R. Suprapto No.123, Rumah Tiga, Kec. Tlk. Ambon Kota Ambon
Maluku
Indonesia",9113687930,Cashless - Dengan Persetujuan Akhir | Maluku | Kota Ambon | Cashless - Dengan Persetujuan Akhir | Maluku | Kota Ambon | prudential | prudential
RSUP Dr. Kariadi,"Jl. DR. Sutomo No.16, Randusari, Kec. Semarang Selatan Kota Semarang
Jawa Tengah
Indonesia 50244",248413476,Cashless - Dengan Persetujuan Akhir | Jawa Tengah | Kota Semarang | - | Cashless - Dengan Persetujuan Akhir | Jawa Tengah | Kota Semarang | - | prudential | prudential
RSUP Dr. M. Djamil,"Jl. Perintis Kemerdekaan, Sawahan Tim., Kec. Padang Tim. Kota Padang
Sumatera Barat
Indonesia 25129",7518956666,Cashless - Dengan Persetujuan Akhir | Sumatera Barat | Kota Padang | Cashless - Dengan Persetujuan Akhir | Sumatera Barat | Kota Padang | prudential | prudential
RS Paru Dr. M. Goenawan Partowidigdo,"Jl. Raya Puncak - Gadog No.KM.83, Cibeureum, Kec. Cisarua Kabupaten Bogor
Jawa Barat
Indonesia 16750",2518253630,Cashless - Dengan Persetujuan Akhir | Jawa Barat | Kabupaten Bogor | - | Cashless - Dengan Persetujuan Akhir | Jawa Barat | Kabupaten Bogor | - | prudential | prudential
RSAU Dr. M. Hassan Toto,"Jl. Sardjio No. 1 Kel. Atang Senjaya Kec. Kemang Kabupaten Bogor
Jawa Barat
Indonesia", ,Reimbursement | Jawa Barat | Kabupaten Bogor | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | Jawa Barat | Kabupaten Bogor | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RSAU dr. M. Salamun,"Jl. Ciumbuleuit 203 Bandung Kota Bandung
Jawa Barat
Indonesia", ,Reimbursement | Jawa Barat | Kota Bandung | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | Jawa Barat | Kota Bandung | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RS Dr. Mohammad Hoesin,"Jl. Jenderal Sudirman Km 3,5, Sekip Jaya, Kec. Kemuning Kota Palembang
Sumatera Selatan Indonesia 30126",82282030000,Cashless - Dengan Persetujuan Akhir | Sumatera Selatan | Kota Palembang | Cashless - Dengan Persetujuan Akhir | Sumatera Selatan | Kota Palembang | prudential | prudential
RSAU dr. Mohammad Moenir,"Jl. Rogonoto Timur RT 003 RW 005 Desa Taman Harjo Kec. Singosari
Kabupaten Malang Jawa Timur
Indonesia", ,Reimbursement | Jawa Timur | Kabupaten Malang | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | Jawa Timur | Kabupaten Malang | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RS Jiwa Dr. Radjiman Wediodiningrat,"Jl. A Yani, Krajan Utara, Sumber Porong, Kec. Lawang Kabupaten Malang
Jawa Timur
Indonesia 65212",341429067,Cashless - Dengan Persetujuan Akhir | Jawa Timur | Kabupaten Malang | Cashless - Dengan Persetujuan Akhir | Jawa Timur | Kabupaten Malang | prudential | prudential
RSUP Dr. Rivai Abdullah,"Jl. Sungai Kundur, Kel. Mariana, Kec. Banyuasin Kabupaten Banyuasin
Sumatera Selatan
Indonesia",81373955282,Cashless - Dengan Persetujuan Akhir | Sumatera Selatan | Kabupaten Banyuasin | Cashless - Dengan Persetujuan Akhir | Sumatera Selatan | Kabupaten Banyuasin | prudential | prudential
RSUP Dr. Sardjito,"Jl. Kesehatan Jl. Kesehatan Sendowo No.1, Sendowo, Sinduadi, Kec. Mlati
Kabupaten Sleman DI Yogyakarta Indonesia 55281",274631190,Cashless - Dengan Persetujuan Akhir | DI Yogyakarta | Kabupaten Sleman | Cashless - Dengan Persetujuan Akhir | DI Yogyakarta | Kabupaten Sleman | prudential | prudential
RSAU dr. Siswanto Lanud Adi Soemarmo,"Jl. Tentara Pelajar - Colomadu, Karanganyar Kabupaten Karanganyar
Jawa Tengah
Indonesia", ,Reimbursement | Jawa Tengah | Kabupaten Karanganyar | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | Jawa Tengah | Kabupaten Karanganyar | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RSUP dr. Sitanala,"Jl. DR. Sitanala No.99, RT.002/RW.003, Karang Sari, Kec. Neglasari
Kota Tangerang
Banten Indonesia 15121",215523059,Cashless - Dengan Persetujuan Akhir | Banten | Kota Tangerang | Cashless - Dengan Persetujuan Akhir | Banten | Kota Tangerang | prudential | prudential
RS Jiwa Dr. Soeharto Heerdjan,"Jl. Prof. Dr. Latumenten No. 1, RT.1/RW.4, Jelambar, Grogol Petamburan
Kota Jakarta Barat
DKI Jakarta Indonesia 11460",215682841,Cashless - Dengan Persetujuan Akhir | DKI Jakarta | Kota Jakarta Barat | Cashless - Dengan Persetujuan Akhir | DKI Jakarta | Kota Jakarta Barat | prudential | prudential
RSUP Dr. Soeradji Tirtonegoro,"Jl. KRT Dr. Soeradji Tirtonegoro No.1, Dusun 1, Tegalyoso, Kec. Klaten Selatan
Kabupaten Klaten
Jawa Tengah Indonesia 57424",272321020,Cashless - Dengan Persetujuan Akhir | Jawa Tengah | Kabupaten Klaten | Cashless - Dengan Persetujuan Akhir | Jawa Tengah | Kabupaten Klaten | prudential | prudential
RSPAU Dr. Suhardi Harjolukito,"Jl. Raya Janti Blok O Banguntapan Bantul Yogyakarta Kabupaten Bantul
DI Yogyakarta
Indonesia", ,Reimbursement | DI Yogyakarta | Kabupaten Bantul | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | DI Yogyakarta | Kabupaten Bantul | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RSUP Dr. Tadjuddin Chalid,"Jl. Paccerakkang No.67, Paccerakkang, Kec. Biringkanaya Kota Makassar
Sulawesi Selatan
Indonesia 90241",82122122786,Cashless - Dengan Persetujuan Akhir | Sulawesi Selatan | Kota Makassar | - | Cashless - Dengan Persetujuan Akhir | Sulawesi Selatan | Kota Makassar | - | prudential | prudential
RSUD dr. Wahidin Sudiro Husodo Kota Mojokerto,"Jl. Raya Surodinawan 170 Kel. Surodinawan, Kec. Prajurit Kulon, Kota Mojokerto
Kota Mojokerto Jawa Timur Indonesia", ,Reimbursement | Jawa Timur | Kota Mojokerto | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | Jawa Timur | Kota Mojokerto | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RSUP Dr. Wahidin Sudirohusodo,"Jl. Perintis Kemerdekaan No.Km.11, Tamalanrea Jaya, Kec. Tamalanrea
Kota Makassar Sulawesi Selatan
Indonesia 90245",411583333,Cashless - Dengan Persetujuan Akhir | Sulawesi Selatan | Kota Makassar | Cashless - Dengan Persetujuan Akhir | Sulawesi Selatan | Kota Makassar | prudential | prudential
RSAU dr. Yuniati Wisma Karyani,"Jl. Satrad 212, Kelurahan Batu Hitam, Kec Bunguran Timur, Kabupaten Natuna, Provinsi Kepulauan Riau
Kabupaten Natuna
Kepulauan Riau Indonesia", ,Reimbursement | Kepulauan Riau | Kabupaten Natuna | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | Kepulauan Riau | Kabupaten Natuna | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RS Dr.J. H. Awaloei Manado,"JL. TRANS SULAWESI, TATELI SATU, KEC. PINELENG, KABUPATEN MINAHASA, SULAWESI UTARA
Kabupaten Minahasa
Sulawesi Utara Indonesia", ,Reimbursement | Sulawesi Utara | Kabupaten Minahasa | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | Sulawesi Utara | Kabupaten Minahasa | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RS Duta Mulya,"Jl. DR. Wahidin No.66A Ds. Sindangsari, Majenang Kabupaten Cilacap
Jawa Tengah Indonesia 53257",280621460,"Cashless - Tanpa Persetujuan Akhir | Jawa Tengah | Kabupaten Cilacap | 1. Rawat Inap
2. Rawat Jalan (Post Rawat Inap, Kecelakaan, dan One Day Surgery)
3. Pre-Admission | Cashless - Tanpa Persetujuan Akhir | Jawa Tengah | Kabupaten Cilacap | 1. Rawat Inap
2. Rawat Jalan (Post Rawat Inap, Kecelakaan, dan One Day Surgery)
3. Pre-Admission | prudential | prudential"
RS Edelweiss Bentang Salapan,"Jl. Bandung-Cianjur KM. 17, Desa Bojong, Kec. Karangtengah Kab. Cianjur
Kabupaten Cianjur Jawa Barat
Indonesia", ,Reimbursement | Jawa Barat | Kabupaten Cianjur | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | Jawa Barat | Kabupaten Cianjur | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RS Edelweiss,"Jl. Soekarno-Hatta No.550, Sekejati, Kec. Buahbatu Kota Bandung
Jawa Barat
Indonesia 40286",2286023000,Cashless - Tanpa Persetujuan Akhir | Jawa Barat | Kota Bandung | Cashless - Tanpa Persetujuan Akhir | Jawa Barat | Kota Bandung | prudential | prudential
RS Efarina Etaham Berastagi,"Jl. Jamin Ginting no 1, Desa Raya Kabupaten Karo
Sumatera Utara Indonesia 22152",62628323716,"Cashless - Tanpa Persetujuan Akhir | Sumatera Utara | Kabupaten Karo | 1. Rawat Inap
2. Rawat Jalan (Post Rawat Inap, Kecelakaan, dan One Day Surgery)
3. Pre-Admission | Cashless - Tanpa Persetujuan Akhir | Sumatera Utara | Kabupaten Karo | 1. Rawat Inap
2. Rawat Jalan (Post Rawat Inap, Kecelakaan, dan One Day Surgery)
3. Pre-Admission | prudential | prudential"
RS Efarina Pangkalan Kerinci,"Jl. Lintas Timur No 1, Pangkalan Kerinci, Kab Pelalawan Kabupaten Pelalawan
Riau
Indonesia", ,Reimbursement | Riau | Kabupaten Pelalawan | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | Riau | Kabupaten Pelalawan | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RSKIA Eka Family,"Komplek Perumahan Pluit Mas 1 Blok A N0 2A-5A Kota Jakarta Utara
DKI Jakarta Indonesia 14450",216695066,"Cashless - Tanpa Persetujuan Akhir | DKI Jakarta | Kota Jakarta Utara | 1. Rawat Inap
2. Rawat Jalan (Post Rawat Inap, Kecelakaan, dan One Day Surgery) | Cashless - Tanpa Persetujuan Akhir | DKI Jakarta | Kota Jakarta Utara | 1. Rawat Inap
2. Rawat Jalan (Post Rawat Inap, Kecelakaan, dan One Day Surgery) | prudential | prudential"
RSKIA Eka Grand Family,"Jl. Pantai Indah Selatan 1, Komp.Elang Laut Boulevard Kav.1 No.1, Penjaringan
Kota Jakarta Utara
DKI Jakarta Indonesia 14470",2129673737,"Cashless - Tanpa Persetujuan Akhir | DKI Jakarta | Kota Jakarta Utara | 1. Rawat Inap
2. Rawat Jalan (Post Rawat Inap, Kecelakaan, dan One Day Surgery)
3. Pre-Admission | Cashless - Tanpa Persetujuan Akhir | DKI Jakarta | Kota Jakarta Utara | 1. Rawat Inap
2. Rawat Jalan (Post Rawat Inap, Kecelakaan, dan One Day Surgery)
3. Pre-Admission | prudential | prudential"
RS Eka Hospital Bekasi,"Kota Harapan Indah Blok I2 N0.9, Desa Pusaka Rakyat, Tarumajaya
Kabupaten Bekasi Jawa Barat Indonesia 17214",2150935555,"Cashless - Tanpa Persetujuan Akhir | Jawa Barat | Kabupaten Bekasi | 1. Rawat Inap
2. Rawat Jalan (Post Rawat Inap, Kecelakaan, Hemodialisa, Kemotherapy dan One Day Surgery)
3. Pre-Admission | Cashless - Tanpa Persetujuan Akhir | Jawa Barat | Kabupaten Bekasi | 1. Rawat Inap
2. Rawat Jalan (Post Rawat Inap, Kecelakaan, Hemodialisa, Kemotherapy dan One Day Surgery)
3. Pre-Admission | prudential | prudential"
RS Eka Hospital BSD,"Central Business District, Lot IX, BSD City Kota Tangerang Selatan
Banten Indonesia 15321",2125655555,"Cashless - Tanpa Persetujuan Akhir | Banten | Kota Tangerang Selatan | 1. Rawat Inap
2. Rawat Jalan (Post Rawat Inap, Kecelakaan, Hemodialisa, Kemotherapy dan One Day Surgery)
3. Pre-Admission | Cashless - Tanpa Persetujuan Akhir | Banten | Kota Tangerang Selatan | 1. Rawat Inap
2. Rawat Jalan (Post Rawat Inap, Kecelakaan, Hemodialisa, Kemotherapy dan One Day Surgery)
3. Pre-Admission | prudential | prudential"
RS Eka Hospital Cibubur,"Jl. Raya Kota Wisata, Nagrak, Kec. Gn. Putri Kota Bogor
Jawa Barat Indonesia 16967",2150855555,"Cashless - Tanpa Persetujuan Akhir | Jawa Barat | Kota Bogor | 1. Rawat Inap
2. Rawat Jalan (Post Rawat Inap, Kecelakaan, Hemodialisa, Kemotherapy dan One Day Surgery)
3. Pre-Admission | Cashless - Tanpa Persetujuan Akhir | Jawa Barat | Kota Bogor | 1. Rawat Inap
2. Rawat Jalan (Post Rawat Inap, Kecelakaan, Hemodialisa, Kemotherapy dan One Day Surgery)
3. Pre-Admission | prudential | prudential"
RS Eka Hospital Pekanbaru,"Jl. Soekarno Hatta, Km.6,5 Kota Pekanbaru
Riau
Indonesia 28292",7616989999,"Cashless - Tanpa Persetujuan Akhir | Riau | Kota Pekanbaru | 1. Rawat Inap
2. Rawat Jalan (Post Rawat Inap, Kecelakaan, Hemodialisa, Kemotherapy dan One Day Surgery)
3. Pre-Admission | Cashless - Tanpa Persetujuan Akhir | Riau | Kota Pekanbaru | 1. Rawat Inap
2. Rawat Jalan (Post Rawat Inap, Kecelakaan, Hemodialisa, Kemotherapy dan One Day Surgery)
3. Pre-Admission | prudential | prudential"
RS Eka Hospital Permata Hijau (D/H MPH),"Jl. Raya Kebayoran Lama No.64 Kota Jakarta Barat
DKI Jakarta Indonesia 11560",215347411,"Cashless - Tanpa Persetujuan Akhir | DKI Jakarta | Kota Jakarta Barat | 1. Rawat Inap
2. Rawat Jalan (Post Rawat Inap, Kecelakaan, dan One Day Surgery)
3. Pre-Admission | Cashless - Tanpa Persetujuan Akhir | DKI Jakarta | Kota Jakarta Barat | 1. Rawat Inap
2. Rawat Jalan (Post Rawat Inap, Kecelakaan, dan One Day Surgery)
3. Pre-Admission | prudential | prudential"
RS Elim Rantepao,"Jl. A. Yani No. 68, Rantepao, Kabupaten Toraja Utara Kabupaten Toraja Utara
Sulawesi Selatan Indonesia 91833",42325572,"Cashless - Tanpa Persetujuan Akhir | Sulawesi Selatan | Kabupaten Toraja Utara | 1. Rawat Inap
2. Rawat Jalan (Post Rawat Inap, Kecelakaan, dan One Day Surgery)
3. Pre-Admission | Cashless - Tanpa Persetujuan Akhir | Sulawesi Selatan | Kabupaten Toraja Utara | 1. Rawat Inap
2. Rawat Jalan (Post Rawat Inap, Kecelakaan, dan One Day Surgery)
3. Pre-Admission | prudential | prudential"
RS EMC Alam Sutera,"Jl. Alam Sutera Boulevard Kav.25 Serpong Kabupaten Tangerang
Banten Indonesia 15325",150789,"Cashless - Tanpa Persetujuan Akhir | Banten | Kabupaten Tangerang | 1. Rawat Inap
2. Rawat Jalan (Post Rawat Inap, Kecelakaan, Hemodialisa dan One Day Surgery)
3. Pre-Admission | Cashless - Tanpa Persetujuan Akhir | Banten | Kabupaten Tangerang | 1. Rawat Inap
2. Rawat Jalan (Post Rawat Inap, Kecelakaan, Hemodialisa dan One Day Surgery)
3. Pre-Admission | prudential | prudential"
RS EMC Cibitung,"Kawasan Industri Mm2100, Jl. Kalimantan Blok Cb - 1, Cikarang Barat
Kabupaten Bekasi Jawa Barat Indonesia 17530",2150570999,"Cashless - Tanpa Persetujuan Akhir | Jawa Barat | Kabupaten Bekasi | 1. Rawat Inap
2. Rawat Jalan (Post Rawat Inap, Kecelakaan, dan One Day Surgery)
3. Pre-Admission | Cashless - Tanpa Persetujuan Akhir | Jawa Barat | Kabupaten Bekasi | 1. Rawat Inap
2. Rawat Jalan (Post Rawat Inap, Kecelakaan, dan One Day Surgery)
3. Pre-Admission | prudential | prudential"
RS EMC Cikarang,"Jl. Raya Cikarang Cibarusah Selatan, Komp. The Oasis Kav. No. 1
Kota Bekasi Jawa Barat Indonesia 17530",150789,"Cashless - Tanpa Persetujuan Akhir | Jawa Barat | Kota Bekasi | 1. Rawat Inap
2. Rawat Jalan (Post Rawat Inap, Kecelakaan, Hemodialisa dan One Day Surgery)
3. Pre-Admission | Cashless - Tanpa Persetujuan Akhir | Jawa Barat | Kota Bekasi | 1. Rawat Inap
2. Rawat Jalan (Post Rawat Inap, Kecelakaan, Hemodialisa dan One Day Surgery)
3. Pre-Admission | prudential | prudential"
RS EMC Pekayon,"Jl. Raya Pulo Ribung RT.001/RW.021, Pekayon Jaya, Bekasi Selatan
Kota Bekasi Jawa Barat Indonesia 17148",150789,"Cashless - Tanpa Persetujuan Akhir | Jawa Barat | Kota Bekasi | 1. Rawat Inap
2. Rawat Jalan (Post Rawat Inap, Kecelakaan, Hemodialisa dan One Day Surgery)
3. Pre-Admission | Cashless - Tanpa Persetujuan Akhir | Jawa Barat | Kota Bekasi | 1. Rawat Inap
2. Rawat Jalan (Post Rawat Inap, Kecelakaan, Hemodialisa dan One Day Surgery)
3. Pre-Admission | prudential | prudential"
RS EMC Pulomas,"Jl. Pulo Mas Barat VI No.20, RT.1 / RW.11, Kayu Putih, Pulo Gadung
Kota Jakarta Timur DKI Jakarta Indonesia 13210",150789,"Cashless - Tanpa Persetujuan Akhir | DKI Jakarta | Kota Jakarta Timur | 1. Rawat Inap
2. Rawat Jalan (Post Rawat Inap, Kecelakaan, Hemodialisa dan One Day Surgery)
3. Pre-Admission | Cashless - Tanpa Persetujuan Akhir | DKI Jakarta | Kota Jakarta Timur | 1. Rawat Inap
2. Rawat Jalan (Post Rawat Inap, Kecelakaan, Hemodialisa dan One Day Surgery)
3. Pre-Admission | prudential | prudential"
RS EMC Sentul (D/H Pertamedika Sentul City),"Jl. MH Thamrin Kav. 57, Citaringgul, Babakan Madang, Sentul City
Kabupaten Bogor Jawa Barat Indonesia 16810",2129779977,"Cashless - Tanpa Persetujuan Akhir | Jawa Barat | Kabupaten Bogor | 1. Rawat Inap
2. Rawat Jalan (Post Rawat Inap, Kecelakaan, dan One Day Surgery)
3. Pre-Admission | Cashless - Tanpa Persetujuan Akhir | Jawa Barat | Kabupaten Bogor | 1. Rawat Inap
2. Rawat Jalan (Post Rawat Inap, Kecelakaan, dan One Day Surgery)
3. Pre-Admission | prudential | prudential"
RS EMC Tangerang D/H Usada Insani,"Jl. KH Hasyim Ashari No.24 Cipondoh Kota Tangerang
Banten Indonesia 15119",2129779977,"Cashless - Tanpa Persetujuan Akhir | Banten | Kota Tangerang | 1. Rawat Inap
2. Rawat Jalan (Post Rawat Inap, Kecelakaan, Hemodialisa, Kemotherapy dan One Day Surgery)
3. Pre-Admission | Cashless - Tanpa Persetujuan Akhir | Banten | Kota Tangerang | 1. Rawat Inap
2. Rawat Jalan (Post Rawat Inap, Kecelakaan, Hemodialisa, Kemotherapy dan One Day Surgery)
3. Pre-Admission | prudential | prudential"
RS Era Medika,"Jl. Raya Pulosari No.15, Karang Tengah, Pulosari, Kec. Ngunut, Kabupaten Tulungagung, Jawa Timur 66292 Kabupaten Tulungagung
Jawa Timur
Indonesia", ,Reimbursement | Jawa Timur | Kabupaten Tulungagung | Tanggal Bergabung PRUPriority Hospital Reimbursement: 20 Feb 2024 | Reimbursement | Jawa Timur | Kabupaten Tulungagung | Tanggal Bergabung PRUPriority Hospital Reimbursement: 20 Feb 2024 | prudential | prudential
Klinik Rawat Inap Esensia,"Jl. Wolter Monginsidi No.40, Pedurungan Tengah, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50192 Kota Semarang
Jawa Tengah Indonesia", ,Reimbursement | Jawa Tengah | Kota Semarang | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | Jawa Tengah | Kota Semarang | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RSIA Fadhila Batusangkar,"Jl. Baringin No.5 Batusangkar Kabupaten Tanah Datar Sumatera Barat
Indonesia", ,Reimbursement | Sumatera Barat | Kabupaten Tanah Datar | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | Sumatera Barat | Kabupaten Tanah Datar | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RS Fatima Ketapang,"Jl. Jend. Sudirman No.27, Mulia Baru, Kec. Delta Pawan, Kabupaten Ketapang, Kalimantan Barat 78811 Kabupaten Ketapang
Kalimantan Barat
Indonesia", ,Reimbursement | Kalimantan Barat | Kabupaten Ketapang | Tanggal Bergabung PRUPriority Hospital Reimbursement: 20 Feb 2024 | Reimbursement | Kalimantan Barat | Kabupaten Ketapang | Tanggal Bergabung PRUPriority Hospital Reimbursement: 20 Feb 2024 | prudential | prudential
RS Fatima Makale Toraja,"Jl. Nusantara No.18 Kel. Bombongan Kec. Makale Kab. Tana Toraja, Sulawesi Selatan
Kabupaten Tana Toraja
Sulawesi Selatan Indonesia", ,Reimbursement | Sulawesi Selatan | Kabupaten Tana Toraja | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | Reimbursement | Sulawesi Selatan | Kabupaten Tana Toraja | Tanggal Bergabung PRUPriority Hospital Reimbursement: 29 Mar 2025 | prudential | prudential
RS Fatimah Serang,"Jalan Raya Serang - Cilegon km. 3,5 Drangong Kel, Drangong, Kec. Taktakan
Kota Serang
Banten Indonesia 42162",87771906867,Cashless - Tanpa Persetujuan Akhir | Banten | Kota Serang | Cashless - Tanpa Persetujuan Akhir | Banten | Kota Serang | prudential | prudential
RSUP Fatmawati,"Jl. RS. Fatmawati Raya, Cilandak Bar., Kec. Cilandak Kota Jakarta Selatan
DKI Jakarta
Indonesia 12430",217501524,Cashless - Dengan Persetujuan Akhir | DKI Jakarta | Kota Jakarta Selatan | - | Cashless - Dengan Persetujuan Akhir | DKI Jakarta | Kota Jakarta Selatan | - | prudential | prudential
