nama_rumah_sakit,alamat,telp,text
APOTEK KF 0369 TUPAREV,"JL. TUPAREV NO. 85 F,
SUTAWINANGUN, KEDAWUNG",0231 220193/08112010369,CIREBON | rawat jalan | Sompo
APOTEK KF 0141 KESAMBI,"JL. KESAMBI NO. 132, SUNYARAGI, KESAMBI",0231 202813/08112010141,CIREBON | rawat jalan | Sompo
LAB PRAMITA CIREBON,JL. CIPTO MANGUNKUSUMO NO.95,0231-248879 / 248990,CIREBON | rawat jalan | Sompo
KLINIK PRODIA CIREBON,JL. R.A.KARTINI NO.32,0231-208989,CIREBON | rawat jalan | Sompo
OPTIK SEIS CIREBON SUPERBLOCK,GROUND FLOOR NO. 48 & 49 JL. CIPTO MANGUNKUSUMO NO. 26 CIREBON 45131,0231-8291394,CIREBON | rawat jalan | Sompo
RSIA CAHAYA BUNDA,JL. RAYA PERJUANGAN NO.8 KESAMBI CIREBON,0231-8333377/88/99,CIREBON | rawat inap | rawat jalan | Sompo
KLINIK JANTUNG HASNA MEDIKA KEDAWUNG,"JL. IR.JUANDA RT.003/RW.001 KEDUNG UTER, DESA
KEDAWUNG",0231-8815599,CIREBON | rawat jalan | Sompo
KLINIK FARMARIN CIREBON,JL. KESAMBI RAYA NO. 92 A CIREBON,0231-205792,CIREBON | rawat jalan | Sompo
"APOTEK KF 493
GUNUNG JATI","JL. KESAMBI NO 169 B CIREBON,
DRAJAT, KESAMBI",0231-8332074/08112410333,CIREBON | rawat jalan | Sompo
RS PERMATA CIREBON,"JL. TUPAREV NO.117 KEDAWUNG, KAB. CIREBON",0231-8338877 / 8338899,CIREBON | rawat inap | rawat jalan | Sompo
"OPTIK TUNGGAL
GRAGE MAL ( GRC )","JL. TENTARA PELAJAR NO. 1, CIREBON",0231-242 561,CIREBON | rawat jalan | Sompo
"OPTIK TUNGGAL CIREBON
SUPERBLOK ( CSB )","JL.DR.CIPTO MANGUNKUSUMO NO.26,CIREBON. 45131",0231-829 1105,CIREBON | rawat jalan | Sompo
APOTEK KF 0357,"JL. SILIWANGI NO. 119, KEJAKSAN, KEJAKSAN",0231-231047/08112010357,CIREBON | rawat jalan | Sompo
APOTEK KF 0531 PERUMNAS,"JL. CIREMAI RAYA NO.275 KECAPI, HARJAMUKTI",0231-481958/08112010531,CIREBON | rawat jalan | Sompo
APOTEK KF 0662 CAKRA,"JL. CAKRABUANA N0.200 KAB. CIR, WANASABA KIDUL, TALUN,CIREBON",0231-8330974/08112423095,CIREBON | rawat jalan | Sompo
APOTEK KF.0698 FATAHILAH,"JL. FATAHILAH NO.12 CIRE, SETU KULON, WERU",0231-8292567/081113405555,CIREBON | rawat jalan | Sompo
APOTEK KF 0663 KLAYAN,"JL. SUNAN GUNUNG JATI NO. 85 K, JADIMULYA, GUNUNG JATI,
CIREBON",0231-8293276/081113401000,CIREBON | rawat jalan | Sompo
APOTEK KF 0709 PEMUDA,"JL. PEMUDA NO. 18, KESAMBI",0231-8800967,CIREBON | rawat jalan | Sompo
RS PASAR MINGGU CIREBON,"JL. KI AGENG TEPAK, SEMPLO, PALIMANAN",0231-8826933,CIREBON | rawat inap | rawat jalan | Sompo
RS MEDIMAS,"JL. EVAKUASI NO.116 SUNYARAGI, KESAMBI, KARYAMULYA",0231-481165,CIREBON | rawat inap | rawat jalan | Sompo
RS SUMBER HURIP,"JL. RADEN DEWI SARTIKA NO.15 KEL.TUKMUDAL, KEC.SUMBER",0231-8302688,CIREBON | rawat inap | rawat jalan | Sompo
"OPTIK MELAWAI CIREBON
SUPERBLOK",GF NO.40,"0231-8291044, 0855-1837-208",CIREBON | rawat jalan | Sompo
"OPTIK MELAWAI
GRAGE MALL CIREBON",LT. DASAR NO.L104-105,"0231-242672, 0855-1837-207",CIREBON | rawat jalan | Sompo
OPTIK MELAWAI OPMEL CIREBON,JL. KARANG GETAS BLOK C NO.8,"0231-232267, 0855-1837-206",CIREBON | rawat jalan | Sompo
RSU PANTI ABDI DHARMA,"JL. PULASAREN NO.7 KASEPUHAN, KEC. LEMAHWUNGKUK",0231-203873 / 082119325004 (WA ONLY,CIREBON | rawat inap | rawat jalan | Sompo
"KLINIK PRATAMA PELABUHAN
CIREBON",JL. SISINGAMANGARAJA NO.16,081223415125,CIREBON | rawat jalan | Sompo
"KLINIK BHAKTI
MEDIKA SEJAHTERA PEMUDA","JL. PEMUDA NO.21B RT.05 RW.08 KELURAHAN SUNYARAGI ,
KECAMATAN KESAMBI",0231-7384100 / 0231-8331687,CIREBON | rawat jalan | Sompo
"KLINIK BHAKTI
MEDIKA SEJAHTERA SUMBER","JL. PANGERAN CAKRABUANA BLOK SIJARAT KEL. KEMANTREN, KEC. SUMBER",082317557340 / 0231-9263626,CIREBON | rawat jalan | Sompo
RS PARU PROVINSI JAWA BARAT,"JL. PANGERAN KEJAKSAN PO. BOX. 4, SIDAWANGI, KEC. SUMBER, CIREBON, JAWA BARAT",0213-8330707,CIREBON | rawat inap | rawat jalan | Sompo
RS UNIVERSITAS MUHAMMADIYAH CIREBON,"JL. KH. WAHID HASYIM NO.8, MERTAPADA WETAN, KEC. ASTANAJAPURA",0231-638000,CIREBON | rawat inap | rawat jalan | Sompo
OPTIK MOETIARA,JL. RAYA SITUGANGGA- PELANDAKAN NO.11 A,0896-0323-4555,CIREBON | rawat jalan | Sompo
RSU MUHAMMADIYAH CIREBON,JL. DR.WAHIDIN SUDIROHUSODO NO.79,0231-247406,CIREBON | rawat inap | rawat jalan | Sompo
KLINIK SOCIAMEDIC,"JL. TERUSAN CIPTO NO.12 PEKIRINGAN, KESAMBI",0231-221000,CIREBON | rawat jalan | Sompo
LABKLIN KF CIREBON,"JL. TUPAREV NO.85E,
SUTAWINANGUN, KEDAWUNG, CIREBON, JAWA BARAT",0822-1765-6220,CIREBON | rawat jalan | Sompo
KLINIK KF.0493 - GUNUNG JATI,JL. KESAMBI NO. 169 B,0231-8332074,CIREBON | rawat jalan | Sompo
KLINIK KF.0422 - SUMBER,JL. DEWI SARTIKA NO 36,0231-325795,CIREBON | rawat jalan | Sompo
GIGIKU DENTAL CLINIC,"JL. RA KARTINI NOMOR 61/63, KEJAKSAN, KOTA CIREBON",0231-202773/087730303063,CIREBON | rawat jalan | Sompo
APOTEK KF JUANDA CIREBON,JL. IR. H. JUANDA NO. 22 BLOK WUNI RT.02 RW. 04,8112423099,CIREBON | rawat jalan | Sompo
APOTEK KF 1083 SINDANG LAUT,JL. LETJEN M.T. HARYONO NO. 197,8112423094,CIREBON | rawat jalan | Sompo
APOTEK KF CILEDUG,JL. MERDEKA BARAT NO. 94A,8112403710,CIREBON | rawat jalan | Sompo
APOTEK KF CIPTO,JL. DR.CIPTO MANGUNKUSUMO NO.22E,8112016494,CIREBON | rawat jalan | Sompo
"APOTEK KF
ARJAWINANGUN","JL. PALIMANAN-JAKARTA NO. 24 KEBONTURI, ARJAWINANGUN, KABUPATEN CIREBON",8112422966,CIREBON | rawat jalan | Sompo
LABORATORIUM KLINIK MITRA,JL. KARANGGETAS NO.217-219,0231-202090,CIREBON | rawat jalan | Sompo
KLINIK ANAK MITRA,JL. KARANGGETAS NO.217-219,0231-202090,CIREBON | rawat jalan | Sompo
KLINIK PRATAMA SEHAT SENTOSA,"JL. PANGERAN CAKRA BUANA NO.130, KEPONGPONGAN, KEC. TALUN",0231-8308733,CIREBON | rawat jalan | Sompo
OPTIK SEIS GRAGE MALL,"LANTAI F1 RT.020, JL. TENTARA PELAJAR NO.1, KOTA CIREBON",0231-223056,CIREBON | rawat jalan | Sompo
KLINIK HEALTH DENTAL CARE,"JL. SILIWANGI NO.119, KEBONBARU, KEJAKSAN",0812-2234-6161,CIREBON | rawat jalan | Sompo
KLINIK PRATAMA KUSUMA MEDIKA,"JL. KUSUMA INDAH 2 NO.13 RT 09 RW 04 KAPLING DS. SETU
KULON, KEC. WERU",0877-4441-5506,CIREBON | rawat jalan | Sompo
KLINIK UTAMA MATA KMM CIREBON,JL. NYIMAS GANDASARI BLOK IV RT 004 RW 008 DS.JUNGJANG KEC. ARJAWINANGUN,0823-1635-5869,CIREBON | rawat jalan | Sompo
SMITRA KLINIK CIREBON,JL. DR. SETIABUDI NO.10 CIREBON,0231-244577,CIREBON | rawat jalan | Sompo
QUEEN OPTIKAL,"JL. CEMPAKA NO.19 KRAMAT, KEL.KESENDEN, KEC.KEJAKSAN, SILIWANGI",0851-0275-1722,CIREBON | rawat jalan | Sompo
KLINIK CASADIENTA CIREBON,"JL. DR. CIPTOMANGUNKUSUMO NO.53 RT 02 RW 09 KEL.
PEKIRINGAN, KEC. KESAMBI",023-18807750/082117107910,CIREBON | rawat jalan | Sompo
OPTIK OWL MALL GRAGE CIREBON,"MALL GRAGE, JL. TENTARA PELAJAR NO.1, KEJAKSAN, KEC. KEJAKSAN",0231-8252119,CIREBON | rawat jalan | Sompo
KLINIK ULIL ALBAB,"JL. RAYA KEBAREPAN,
KASUGENGAN LOR, DEPOK, KAB. CIREBON, JAWA BARAT",0231-8828155,CIREBON | rawat jalan | Sompo
OPTIK MERDEKA CIREBON,JL. NYI AGENG SERANG NO. 18A DESA SINDANGJAWA KEC. DUKUHPUNTANG KAB. CIREBON,0853-2324-0222,CIREBON | rawat jalan | Sompo
"OPTIC DR SPECS CIREBON
SUPERBLOCK MALL","CIREBON SUPERBLOCK MALL , LT. 1 UNIT 0275,KOMP. CHELSEA BLUE RUKO 9 - 10, JL. DR. CIPTO MANGUNKUSUMO NO.26,
PEKIRINGAN, KEC. KESAMBI, KOTA CIREBON, JAWA BARAT",0821-1985-6788,CIREBON | rawat jalan | Sompo
KLINIK MATAQU CIREBON,"JL. SILIWANGI NO. 171
KEJAKSAAN, KEJAKSAAN, KOTA CIREBON",0813-9945-0044,CIREBON | rawat jalan | Sompo
KLINIK UTAMA JASA PRIMA,"JL. PILANG RAYA NO.147, KEDAWUNG, KAB. CIREBON, PROV. JAWA BARAT",0231-236262,CIREBON | rawat jalan | Sompo
"KLINIK GIGI MY
DENTIST CIREBON","JL. DR CIPTOMANGUNKUSUMO NO.28, KESAMBI KEC.KESAMBI",0896-7892-9000,CIREBON | rawat jalan | Sompo
OPTIK BHINNEKA PLUMBON,"RUKO CIREBON GATEWAY BLOK DIAMOND NO 23 JL. RAYA
CIREBON-BANDUNG, KEL.KARANGASEM KEC.
PLUMBON KABUPATEN CIREBON",0838-2159-6975,CIREBON | rawat jalan | Sompo
KLINIK CIREMAI SEHATI,"JL. SILIWANGI NO. 171,
DESA/KELURAHAN KEJAKSAN, KEC. KEJAKSAN, KOTA CIREBON, JAWA BARAT",0231-203700,CIREBON | rawat jalan | Sompo
"KLINIK INTIBIOS
CABANG CIREBON","JALAN KESAMBI, NO. 85,
DESA/KELURAHAN KESAMBI, KEC. KESAMBI, KOTA CIREBON, JAWA BARAT",0877-2940-3336,CIREBON | rawat jalan | Sompo
 , ,,Sompo
OPTIK MURTI AJI,"JL. PEKIRINGAN NO. 139, KEL. PEKALIPAN, KEC. PEKALIPAN, KOTA CIREBON, JAWA BARAT",0812-206-5448,CIREBON | rawat jalan | Sompo
OPTIK INDAH MA,"JL. CIREMAI RAYA BLOK E NO. 27, DESA/KELURAHAN KECAPI, KEC. HARJAMUKTI, KOTA CIREBON, PROVINSI JAWA BARAT",0852-2048-0251,CIREBON | rawat jalan | Sompo
KLINIK KEDAWUNG MEDICAL CENTER,"JL. SULTAN AGENG TIRTAYASA NO. 8 RT 01/ RW 01,KEL. KEDUNGJAYA KEC. KEDAWUNG",0821-39881415,CIREBON | rawat jalan | Sompo
"KASOEM VISION
CARE GRAGE MALL","GRAGE MALL LANTAI DASAR JL. TENTARA PELAJAR NO. 1
CIREBON",0231-222-978,CIREBON | rawat jalan | Sompo
"SENTRA MEDIKA
HOSPITAL GEMPOL","JL. KH AGUS SALIM BLOK KETIPA, KEDUNGBUNDER - GEMPOL,
CIREBON",0231-499-1900,CIREBON | rawat inap | rawat jalan | Sompo
"OPTIK MELAWAI
TUPAREV CIREBON","JLN. TUPAREV NO 103 KEL. KERTAWINANGUN KEC. KEDAWUNG KAB. CIREBON
,JAWA BARAT",81519604876,CIREBON | rawat jalan | Sompo
KLINIK UTAMA LUMIERE CLINIQUE,JL. BRIGJEN DHARSONO NO 11 KEDAWUNG CIREBON,0819-2766-6888,CIREBON | rawat jalan | Sompo
NIUMIU CHILD DEVELOPMENT CENTER,"JALAN KAMBOJA NO 34 TUPAREV, RUKO
22A,KEDUNGJAYA,KEDAWUNG, CIREBON",0231-880-8279,CIREBON | rawat jalan | Sompo
FDC DENTAL CLINIC CIREBON,", JL. TENTARA PELAJAR NO. 12 E, PEKALANGAN, KEC. PEKALIPAN, KOTA CIREBON, JAWA BARAT",0813-6729-4765,CIREBON | rawat jalan | Sompo
KLINIK PRATAMA AHMAD DENTAL CLINIC,"JL. PEMUDA RAYA NO.36C, SUNYAGI, KEC. KESAMBI, KOTA CIREBON, JAWA BARAT",081-1812-6264,CIREBON | rawat jalan | Sompo
OPTIK SATURDAYS CIREBON SUPER BLOCK,"SUPER BLOCK MALL, JL. DR.
CIPTO MANGUNKUSUMO NO.26 UNIT G-0065, PEKIRINGAN, KEC. KESAMBI, KOTA CIREBON, JAWA
BARAT",0877-4950-2558,CIREBON | rawat jalan | Sompo
"OPTIK MELAWAI
CIREMAI CIREBON",JL. CIREMAI RAYA NO 307,81519884916,CIREBON | rawat jalan | Sompo
RS GRANDMED,JL.  RAYA MEDAN-LUBUK PAKAM KM 25 NO. 66,061-7955114,DELI SERDANG | rawat inap | rawat jalan | Sompo
RS PATAR ASIH LUBUK PAKAM,"JL. BAKARAN BATU DESA TEMPATAN KEC. BERINGIN, NO. 45 KAB. DELI SERDANG",061-7950449-50 / 08118408355,DELI SERDANG | rawat inap | rawat jalan | Sompo
RS YOSHUA LUBUK PAKAM,"JL. MEDAN PETAPAHAN NO. 70 LUBUK PAKAM, SUMUT",061-7956061-77216304,DELI SERDANG | rawat inap | rawat jalan | Sompo
RS SARI MUTIARA LUBUK PAKAM,JL. MEDAN NO.17 LUBUK PAKAM,061-7951339,DELI SERDANG | rawat inap | rawat jalan | Sompo
PRODIA LUBUK PAKAM,"JL. AHMAD DAHLAN NO. 69, LUBUK PAKAM",061-7952030,DELI SERDANG | rawat jalan | Sompo
APOTEK KF 0542 PERCUT,"JL. MEDAN BATANG KUIS PSR 9 PERCUT SEI TUAN, BANDAR
KLIPPAH, PERCUT SETUAN, DELI SERDANG",061-7383722/081165333164,DELI SERDANG | rawat jalan | Sompo
APOTEK KF 0545 CEMARA,"JL. BOULEVARD NO. 86 CEMARA
ASRI, DESA SAMPALI, PERCUT SEI TUAN, DELI SERDANG",061-6626174/08116533169,DELI SERDANG | rawat jalan | Sompo
RSU MITRA MEDIKA - BANDAR KLIPPA,"JL. MEDAN-BATANG KUIS DUSUN XI EMPLASMEN DESA BANDAR KLIPPA, PERCUT SEI TUAN",061-73381822,DELI SERDANG | rawat inap | rawat jalan | Sompo
APOTEK KF LUBUK PAKAM,"JL. BAKARAN BATU, LUBUK PAKAM, DELI SERDANG, MEDAN, SUMATERA UTARA, LUBUK PAKAM PEKAN, LUBUK PAKAM, DELI SERDANG",061-79750990/08116533191,DELI SERDANG | rawat jalan | Sompo
KLINIK SMEC LUBUK PAKAM,"JL. AHMAD YANI LK-II NO.88 KK-
88MM, KEC LUBUK PAKAM, SUMATERA UTARA",061-79752128,DELI SERDANG | rawat jalan | Sompo
KLINIK ATLANTIS,"JL. WILLIEM ISKANDAR, KOMPLEK MMTC BLOK A.17-18 MEDAN ESTATE, PERCUT SEI TUAN",061-6627597 / 08116131718,DELI SERDANG | rawat jalan | Sompo
APOTEK KF BANDARA KUALANAMU,JL. BANDARA KUALANAMU PASAR ENAM KUALANAMU KAB. DELI SERDANG,08116533230,DELI SERDANG | rawat jalan | Sompo
RSIA MAHARANI,"JL. SULTAN SEDANG NO.90, BUNTU BEDIMBAR, TANJUNG MORAWA",061-80042199,DELI SERDANG | rawat inap | rawat jalan | Sompo
NARAYA MEDICAL CENTER (MEDAN),"RUKO MMTC BLOK B38, PERCUT SEI TUAN, DELI SERDANG
REGENCY",081375316975,DELI SERDANG | rawat jalan | Sompo
RSUD DRS H AMRI TAMBUNAN,"JL. MH. THAMRIN NO.126, LUBUK PAKAM PEKAN, KEC. LUBUK PAKAM",0811-6591-949,DELI SERDANG | rawat inap | rawat jalan | Sompo
RSU MAHAWIRA PRIMA INDONESIA,"JL. CEMARA NO. 16, SAMPALI, DELI SERDANG, SUMATERA UTARA",061-44031007,DELI SERDANG | rawat jalan | Sompo
RSU MITRA GURAY PETUMBUKAN,"JL. BESAR PETUMBUKAN NO. 29 KEC. GALANG KAB. DELI SERDANG, SUMATERA UTARA,
INDONESIA",0821-1586-1191 / 061-7980216,DELI SERDANG | rawat inap | rawat jalan | Sompo
"OPTIK MELAWAI BANDARA
KUALANAMU",JL. BANDARA KUALANAMU,0815-1994-4349,DELI SERDANG | rawat jalan | Sompo
RS ISLAM NU DEMAK,"JL. JOGOLOYO NO.9, KEC. WONOSALAM",0291-685723,DEMAK | rawat inap | rawat jalan | Sompo
RSU PELITA ANUGERAH,JL. RAYA BANDUNG REJO KM 11.5 (SMG-PURWODADI),024-6725555,DEMAK | rawat inap | rawat jalan | Sompo
KLINIK ZAKARIA DENTAL CARE,JL. PEMUDA NO.59 BINTORO DEMAK,0812-1520-0132,DEMAK | rawat jalan | Sompo
CHARLIE HOSPITAL DEMAK,"JL. RAYA GUNTUR KM 4, PULOSARI, KEC.
KARANGTENGAH, KAB. DEMAK, JAWA TENGAH",0858-7554-5000,DEMAK | rawat inap | rawat jalan | Sompo
RS MANUABA,JL. HOS. COKROAMINOTO NO.28,0361-437143 / 426393,DENPASAR | rawat inap | rawat jalan | Sompo
RSU KASIH IBU DENPASAR,"JL. TEUKU UMAR NO.120, KEC. DENPASAR BARAT",0361-3003030/082146806677,DENPASAR | rawat inap | rawat jalan | Sompo
RS PRIMA MEDIKA,"JL. PULAU SERANGAN, 9X",0361-262535 / 236225 /232434,DENPASAR | rawat inap | rawat jalan | Sompo
RS PURI RAHARJA,"JL. WR.SUPRATMAN, NO.14-19, DENPASAR",0361-222013,DENPASAR | rawat inap | rawat jalan | Sompo
KLINIK PRIMA MEDIKA,"JL. BY PASS NGURAH RAI, PERTOKOAN NIAGA NO.81",0361-770509,DENPASAR | rawat jalan | Sompo
APOTEK KF 0034,"JL. DIPONEGORO NO.125, DAUH PURI KLOD, DENPASAR BARAT, DENPASAR","0361-255914/0361-
2255555/081138115341|",DENPASAR | rawat jalan | Sompo
RSUP PROF DR IGNG NGOERAH,JL. DIPENOGORO,"0812-3631-9621 / 0361-227911 /
227915 / 225482",DENPASAR | rawat inap | rawat jalan | Sompo
RS BALIMED,"JL. MAHENDRADATTA, NO.57X","0361-484748 / 3117311 / 482281 /
8450771 / 8450772",DENPASAR | rawat inap | rawat jalan | Sompo
RS BHAKTI RAHAYU DENPASAR,JL. GATOT SUBROTO II NO.11,"0361-430270 / 430245 / 428287 /
7420673",DENPASAR | rawat inap | rawat jalan | Sompo
RS DHARMA YADNYA,"JL. WR.SUPRATMAN NO. 256, TOHPATI",0361-462488 / 462629,DENPASAR | rawat inap | rawat jalan | Sompo
RSIA PURI BUNDA,"JL. GATOT SUBROTO VI, NO.19",0361-437999,DENPASAR | rawat inap | rawat jalan | Sompo
KLINIK QUANTUM SARANA MEDIK,"JL.  RAYA SESETAN, NO.20",0361-228835,DENPASAR | rawat jalan | Sompo
"KLINIK MERDEKA
MEDICAL CENTER (MMC)",MERDEKA VIII/2 TANJUNG BUNGKAK-DENPASAR,0361-233790,DENPASAR | rawat jalan | Sompo
KLINIK REMEDIUM CARE,JL. BY PASS NGURAH RAI NO.243,0361-288860,DENPASAR | rawat jalan | Sompo
"BALI ROYAL
HOSPITAL (BROS)",JL. TANTULAR NO.6 RENON,0361-247499/222588/228054,DENPASAR | rawat inap | rawat jalan | Sompo
KLINIK PENTA MEDICA,JL. TEUKU UMAR BARAT- MARLBORO NO.88,0361-7446144 / 490709 / 9346936,DENPASAR | rawat jalan | Sompo
KLINIK PRODIA DENPASAR,"JL PUPUAN NO 56, RENON, DENPASAR",0361-261001,DENPASAR | rawat jalan | Sompo
APOTEK KF 0173 SANUR,"JL. BY PASS NGURAH RAI  NO.232, SANUR KAJA, DENPASAR SELATAN",0361-283395/081138115348,DENPASAR | rawat jalan | Sompo
APOTEK KF 0066 PATTIMURA,"JL. PATIMURA NO.59, DANGIN PURI KAJA, DENPASAR UTARA, DENPASAR",0361-234797/081138115342,DENPASAR | rawat jalan | Sompo
APOTEK KF 0154 GATSU,"JL. GATSU BARAT NO. 20 E, PEMECUTAN KAJA, DENPASAR
UTARA, DENPASAR",0361-426109/081138115346,DENPASAR | rawat jalan | Sompo
APOTEK KF 0192 G SANGIANG,"JL. G.SANGHYANG NO.23 C, PADANG SAMBIAN, DENPASAR BARAT",0361-416544/081138115350,DENPASAR | rawat jalan | Sompo
APOTEK KF 0200 TOHPATI,"JL.WR SUPRATMAN NO.303 KESIMAN-KERTALANGU,
DENPASAR TIMUR","0361-413700/0361-
467799/081138115351",DENPASAR | rawat jalan | Sompo
APOTEK KF 0211 SESETAN,"JL. RAYA SESETAN NO.143, SESETAN, DENPASAR SELATAN","0361-265650, 081138115352",DENPASAR | rawat jalan | Sompo
APOTEK KF 0235 IMAM B,"JL. IMAN BONJOL NO.66, PEMECUTAN KELOD, DENPASAR BARAT",0361-485580/081138115353,DENPASAR | rawat jalan | Sompo
APOTEK KF 0276 MANYAR,"JL. COKROAMINOTO. NO.410,
UBUNG KAJA, DENPASAR UTARA",0361-413700/081138115354,DENPASAR | rawat jalan | Sompo
APOTEK KF 0286 PADANG ASRI,"JL.TANGKUBAN PERAHU I NO. 70, PADANG SAMBIAN, DENPASAR BARAT",0361-8447100/081138115355,DENPASAR | rawat jalan | Sompo
APOTEK KF 0155,"JL. HAYAM WURUK NO.32, DANGIN PURI KANGIN,
DENPASAR TIMUR",0361-236741/081138115347,DENPASAR | rawat jalan | Sompo
KLINIK SOS GATOTKACA,JL.  GATOT KACA 21 DENPASAR,0361-223555,DENPASAR | rawat jalan | Sompo
APOTEK KF 07 SANGLAH DENPASAR,JL.  P. NIAS KOMPLEK RSU. P SANGLAH DENPASAR,,DENPASAR | rawat jalan | Sompo
OPTIK SEIS MAL BALI GALLERIA,LANTAI DASAR UNIT NO. IB - 49 JL.  RAYA BY PASS NGURAH RAI BALI,0361-752688,DENPASAR | rawat jalan | Sompo
KLINIK BHAKSENA IDT,JL. DIPONEGORO 150 RUKO B 134 (PERTOKOAN GENTENG BIRU),0361-225597,DENPASAR | rawat jalan | Sompo
RS KHUSUS BEDAH DHARMA USADHA SIDHI,"JL. SERMA KAWI NO. 13-17, DAUH PURI KELOD, DENPASAR BARAT",0361-242717; 241013,DENPASAR | rawat inap | rawat jalan | Sompo
"OPTIK
INTERNASIONAL BALI 4 (JL.DIPONEGORO)",JL. DIPONEGORO NO. 220,0361-225054,DENPASAR | rawat jalan | Sompo
"OPTIK
INTERNASIONAL BALI 2","PERTOKOAN KARTIKA UDAYANA,JL. LETDA MADE PUTRA KAV. 1",0361-254304,DENPASAR | rawat jalan | Sompo
"OPTIK
INTERNASIONAL BALI 1","PERTOKOAN KARTIKA UDAYANA,JL. LETDA MADE PUTRA KAV. 10A",0361-254329,DENPASAR | rawat jalan | Sompo
"OPTIK
INTERNASIONAL
DIPONEGORO BALI","JL. DIPONEGORO 100 KOMP.
PERT. DIPONEGORO MEGAH B1- B2",0361-262809,DENPASAR | rawat jalan | Sompo
"OPTIK
INTERNASIONAL TIARA BALI",JL. LETJEN SUTOYO SUPER MARKET TIARA DEWATA,0361-265077,DENPASAR | rawat jalan | Sompo
OPTIK SEIS LEVEL 21,"JL. TEUKU UMAR NO. 1, DENPASAR, BALI",0361-3003119,DENPASAR | rawat jalan | Sompo
TF 12 DENPASAR,JL. SERMA TUGIR NO.16,0361-239534,DENPASAR | rawat jalan | Sompo
APOTEK KF MONANG MANING,"JL. BATU KARU NO.72 MONANG MANING, PEMECUTAN KAJA,
DENPASAR BARAT",0361-487549/081138115359,DENPASAR | rawat jalan | Sompo
APOTEK KF TAMBLINGAN 2,"JL. DANAU TAMBLINGAN NO. 77 SANUR, DENPASAR SELATAN",,DENPASAR | rawat jalan | Sompo
APOTEK KF PAKERISAN,"JL. TUKAD PAKERISAN NO.99X DEN, DENPASAR SELATAN,
DENPASAR SELATAN",0361-4742925/081138115361,DENPASAR | rawat jalan | Sompo
LABKLIN KF DENPASAR,"APOTEK KIMIA FARMA NO. 34,JL. DIPONEGORO NO.125 DENPASAR BALI",0361-239523,DENPASAR | rawat jalan | Sompo
"LABORATORIUM KLINIK UTAMA NIKI DIAGNOSTIC
CENTER","JL. GATOT SUBROTO II NO. 5 DENPASAR, BALI",0361-425333,DENPASAR | rawat jalan | Sompo
RSIA HARAPAN BUNDA,JL. TUKAD UNDA NO.1,0361-265532-5533,DENPASAR | rawat inap | rawat jalan | Sompo
"KLINIK UTAMA BALI HUSADA CIPTA
CANTHI",JL. PULAU NUSA PENIDA NO.26,0361-225388 / 240855,DENPASAR | rawat inap | rawat jalan | Sompo
KLINIK PRATAMA ANUGERAH,JL. NANGKA SELATAN NO.87 A,0821-4612-2902,DENPASAR | rawat jalan | Sompo
"KLINIK UTAMA
RAWAT INAP SARI DHARMA",JL. PULAU SERAM I,0361-226866,DENPASAR | rawat jalan | Sompo
KLINIK UTAMA BUNGA EMAS,JL. MELATI NO.1 DENPASAR TIMUR,0361-4457278,DENPASAR | rawat jalan | Sompo
SUDIRMAN MEDICAL CENTER BALI,"JL. PB SUDIRMAN IA, DAUH PURI KELOD, DENPASAR BARAT",0361-8421835,DENPASAR | rawat jalan | Sompo
"OPTIK MELAWAI MEGAH
DIPONEGORO",PERTOKOAN DIPONEGORO MEGAH BLOK A NO.4,"0361-221972, 0855-1837-266",DENPASAR | rawat jalan | Sompo
OPTIK MELAWAI GATOT SUBROTO DENPASAR,JL. GATOT SUBROTO NO.314,"0361-425345, 0855-1837-267",DENPASAR | rawat jalan | Sompo
OPTIK MELAWAI UDAYANA,KOMPLEK UDAYANA NO.21 B,"0361-254282, 0855-1837-268",DENPASAR | rawat jalan | Sompo
OPTIK MELAWAI LEVEL 21 MALL,LEVEL 21 MALL UG-23,"0361-3021214, 0855-1837-425",DENPASAR | rawat jalan | Sompo
SANUR MEDICAL CLINIC,"JL. BY PASS NGURAH RAI NO.234, SANUR, DENPASAR SELATAN",0361-289116,DENPASAR | rawat jalan | Sompo
"OPTIK MELAWAI
TRANS STUDIO BALI",TRANS STUDIO BALI LT.1 NO.18,"0361-6207068, 0815-1929-5321",DENPASAR | rawat jalan | Sompo
RS KHUSUS MATA RAMATA,"JL. GATOT SUBROTO BARAT NO.429 PADANGSAMBIAN KAJA, DENPASAR BARAT",0361-9069009,DENPASAR | rawat inap | rawat jalan | Sompo
RSUD BALI MANDARA DENPASAR,"JL. BYPASS NGURAH RAI NO.548, SANUR KAUH, DENPASAR SELATAN",0361-4490566,DENPASAR | rawat inap | rawat jalan | Sompo
LAB KLINIK PRAMITA DENPASAR,"JL. DIPONEGORO NO.148, DAUH PURI KLOD, KEC. DENPASAR BARAT, DENPASAR",0361-4456773,DENPASAR | rawat jalan | Sompo
KLINIK OMSA MEDIC,JL. PULAU KAWE NO.9B,0361-4747650,DENPASAR | rawat jalan | Sompo
BALI FAMILY DENTAL CARE,JL. TUKAD PAKERISAN NO.91 (APOTEK KIMIA FARMA LT.3),0857775676161,DENPASAR | rawat jalan | Sompo
