nama_rumah_sakit,alamat,telp,text
RS. GRHA KEDOYA,"JL.  PANJANG NO 26, KEDOYA UTARA",021-56982222/29910999,DKI JAKARTA | JAKARTA BARAT | rawat inap | rawat jalan | aia
RS. CIPUTRA CITRA GARDEN CITY,JL. BOULEVARD BLOK G-01/01 5 CITRA GERDEN C,(021) 2255 7888,DKI JAKARTA | JAKARTA BARAT | rawat inap | rawat jalan | aia
SILOAM HOSPITALS KEBON JERUK,"JL.  RAYA PERJUANGAN, KAV.8, KEBON JERUK",021- 25677888/021-5300889,DKI JAKARTA | JAKARTA BARAT | rawat inap | rawat jalan | aia
RS. JAKARTA EYE CENTER KEDOYA,"JL.  TERUSAN ARJUNA UTARA NO. 1 KEDOYA, JAK",021-29221000,DKI JAKARTA | JAKARTA BARAT | rawat inap | rawat jalan | aia
RS. MITRA KELUARGA KALIDERES,JL. PETA SELATAN NO. 1 RT 007/011 KALIDERES,021-22523700,DKI JAKARTA | JAKARTA BARAT | rawat inap | rawat jalan | aia
RSAB. HARAPAN KITA,"JL.  JEND S.PARMAN, KAV.87, SLIPI",021-5668284/5686404/5683053021-566 8284,DKI JAKARTA | JAKARTA BARAT | rawat inap | rawat jalan | aia
RS. SUMBER WARAS (Grogol),JL. KYAI TAPA - GROGOL,021-5682011/5605800,DKI JAKARTA | JAKARTA BARAT | rawat inap | rawat jalan | aia
RS. CENDANA,JL. RAYA KEDOYA NO.2 KEBON JERUK,021-29863838,DKI JAKARTA | JAKARTA BARAT | rawat inap | rawat jalan | aia
RSIA. BINA SEHAT MANDIRI,JL. DURI RAYA NO. 22 KEL. DURI KEPA KEC. KEBO,(021) 5669412,DKI JAKARTA | JAKARTA BARAT | rawat inap | rawat jalan | aia
RSGMP UNIVERSITAS TRISAKTI,"JL.KYAI TAPA NO.260, GROGOL PETAMBURAN, JA",021-5672731,DKI JAKARTA | JAKARTA BARAT | rawat jalan | aia
RS. UKRIDA,"JL. ARJUNA UTARA NO.6, RT.06/RW.02, DURI KEP",021-39723999,DKI JAKARTA | JAKARTA BARAT | rawat inap | rawat jalan | aia
RS. KANKER DHARMAIS,"JL. LETJEN S.PARMAN KAV.84-86, SLIPI",021-5681570,DKI JAKARTA | JAKARTA BARAT | rawat inap | rawat jalan | aia
RS. DR. ABDUL RADJAK CENGKARENG,JL. DAAN MOGOT KM. 17 KOMPLEK IMPERIAL BU,021-54343801,DKI JAKARTA | JAKARTA BARAT | rawat inap | rawat jalan | aia
RS. ANGGREK MAS,"JL. ANGGREK NO.2B RT.009/02 KELAPA DUA, KEB",021-5305720,DKI JAKARTA | JAKARTA BARAT | rawat inap | rawat jalan | aia
RSIA. TAMBAK,"JL. TAMBAK,NO.18  MANGGARAI",021-2303444/087880676072,DKI JAKARTA | JAKARTA PUSAT | rawat inap | rawat jalan | aia
RS. HUSADA,"JL.  RAYA MANGGA BESAR 137-139, JAKARTA PUS",021-6260108/021-6490090,DKI JAKARTA | JAKARTA PUSAT | rawat inap | rawat jalan | aia
PRIMAYA HOSPITAL JAKARTA (EVASARI),JL. RAWAMANGUN NO.47 - PRAMUKA,021-4202851/52,DKI JAKARTA | JAKARTA PUSAT | rawat inap | rawat jalan | aia
RS. KHUSUS THT-BEDAH PROKLAMASI,JL.  PROKLAMASI  NO.43,021- 3900002/3906893/3144795/3909783,DKI JAKARTA | JAKARTA PUSAT | rawat inap | rawat jalan | aia
SAHID SAHIRMAN MEMORIAL HOSPITAL,"JL.  JEND.SUDIRMAN, NO.86",021- 57853911 / 5727210,DKI JAKARTA | JAKARTA PUSAT | rawat inap | rawat jalan | aia
RSIA. BUNDA JAKARTA,"JL. TEUKU CIK DITIRO  NO.28, MENTENG",(021) 3143215(021) 31922005,DKI JAKARTA | JAKARTA PUSAT | rawat inap | rawat jalan | aia
RS. MH. THAMRIN INTERNASIONAL,"JL.  SALEMBA TENGAH, NO.26-28",021-3904422,DKI JAKARTA | JAKARTA PUSAT | rawat inap | rawat jalan | aia
RS. MITRA KELUARGA KEMAYORAN,"JL.  LANDAS PACU TIMUR, KEMAYORAN",021-6545555/888,DKI JAKARTA | JAKARTA PUSAT | rawat inap | rawat jalan | aia
RS. ST. CAROLUS,"JL.  SALEMBA RAYA, NO.41",021-3904441,DKI JAKARTA | JAKARTA PUSAT | rawat inap | rawat jalan | aia
RS. BEDAH THT PROF. NIZAR,JL.  KESEHATAN NO.9,021- 3503435/34834982,DKI JAKARTA | JAKARTA PUSAT | rawat inap | rawat jalan | aia
RS. ISLAM JAKARTA (CEMPAKA PUTIH),JL.  CEMPAKA PUTIH TENGAH I/1,021-4250451/42801567021-42801567,DKI JAKARTA | JAKARTA PUSAT | rawat inap | rawat jalan | aia
RS. JAKARTA EYE CENTER MENTENG,"JL.  CIK DITIRO 46,MENTENG JAKARTA 10310",021-29221000021-31935600,DKI JAKARTA | JAKARTA PUSAT | rawat inap | rawat jalan | aia
RS. KHUSUS BEDAH SS MEDIKA,JL.  SALEMBA I NO 11 JAKARTA PUSAT,021-3913336/3926689,DKI JAKARTA | JAKARTA PUSAT | rawat inap | rawat jalan | aia
RSU. BUNDA JAKARTA,"JL. TEUKU CIK DITIRO  NO.21, MENTENG",021-31923344/ 31922005,DKI JAKARTA | JAKARTA PUSAT | rawat inap | rawat jalan | aia
RS. HERMINA KEMAYORAN,"JL. SELANGIT BLOK B.10, KAV. 4  KEL GUNUNG SA",021-22602525 WA 085694155353,DKI JAKARTA | JAKARTA PUSAT | rawat inap | rawat jalan | aia
RS. KRAMAT 128,"JL.  KRAMAT RAYA, NO.128",021-3909814/3918287/3909514,DKI JAKARTA | JAKARTA PUSAT | rawat inap | rawat jalan | aia
RSIA. BUDI KEMULIAAN,JL. BUDI KEMULIAAN NO.25,021-3842828,DKI JAKARTA | JAKARTA PUSAT | rawat inap | rawat jalan | aia
RSIA. YPK MANDIRI,"JL. GEREJA THERESIA, NO. 22",021-3909725,DKI JAKARTA | JAKARTA PUSAT | rawat inap | rawat jalan | aia
RS. PGI. CIKINI,"JL.  RADEN SALEH, NO.40",021-38997777,DKI JAKARTA | JAKARTA PUSAT | rawat inap | rawat jalan | aia
RS. JAKARTA,"JL.  JEND. SUDIRMAN, KAV.49",021-5732241/5741828021-5741828,DKI JAKARTA | JAKARTA PUSAT | rawat inap | rawat jalan | aia
RS. YARSI,"JL. LETJEN. SUPRAPTO KAVLING 13, CEMPAKA PU",021-80618618,DKI JAKARTA | JAKARTA PUSAT | rawat inap | rawat jalan | aia
RS. GIGI DAN MULUT (RSGM) YARSI,"JL. LETJEND. SUPRAPTO KAV.13, CEMPAKA PUTIH",0811-1687-264,DKI JAKARTA | JAKARTA PUSAT | rawat inap | rawat jalan | aia
RSU. MENTENG MITRA AFIA,"JL. KALI PASIR, NO.9 MENTENG",021-3154050/3909484,DKI JAKARTA | JAKARTA PUSAT | rawat inap | rawat jalan | aia
RS PERTAMINA JAYA,"Jl. Jend. Ahmad Yani No.2, RT.2/RW.7, Cemp. Put",(021) 4211911,DKI JAKARTA | JAKARTA PUSAT | rawat inap | rawat jalan | aia
RSUD. TARAKAN JAKARTA,JL.  KIYAI CARINGIN NO.7,"021- 3503150, 3503003, 3842934",DKI JAKARTA | JAKARTA PUSAT | rawat inap | rawat jalan | aia
SILOAM HOSPITALS AGORA,"JL. LETJEN SUPRAPTO KAV.60 NO.1, RT.10/RW.7",021-5089-6900,DKI JAKARTA | JAKARTA PUSAT | rawat inap | rawat jalan | aia
RS. UPN CIPTO MANGUNKUSUMO (KENCANA),JL. DIPONEGORO NO.71,"021-1500 135 , 021-9200 5164",DKI JAKARTA | JAKARTA PUSAT | rawat inap | rawat jalan | aia
RS. UPN CIPTO MANGUNKUSUMO,JL. DIPONEGORO NO.71,"021-1500 135 , 021-9200 5164",DKI JAKARTA | JAKARTA PUSAT | rawat inap | rawat jalan | aia
SILOAM HOSPITALS SIMATUPANG,JL. RA KARTINI NO.8 CILANDAK JAKARTA SELATAN,021 2953 1900 EXT 22601,DKI JAKARTA | JAKARTA SELATAN | rawat inap | rawat jalan | aia
RSU. MUHAMMADIYAH TAMAN PURING,JL. GANDARIA I NO.20 KEBAYORAN BARU,021-7229623/7250243/7208358,DKI JAKARTA | JAKARTA SELATAN | rawat inap | rawat jalan | aia
RS. MEDISTRA,JL.  GATOT SUBROTO KAV.49,021-5210200,DKI JAKARTA | JAKARTA SELATAN | rawat inap | rawat jalan | aia
RS. PONDOK INDAH,"JL.  METRO DUTA, KAV. UE, PONDOK INDAH",021-7657525,DKI JAKARTA | JAKARTA SELATAN | rawat inap | rawat jalan | aia
RS. SIAGA RAYA,"JL.  PEJATEN BARAT KAV.4-8, PASAR MINGGU, JA",021- 7972750,DKI JAKARTA | JAKARTA SELATAN | rawat inap | rawat jalan | aia
RS. TRIA DIPA,"JL.  RAYA PASAR MINGGU, NO.3A, PANCORAN","021-7993058,7974071-73",DKI JAKARTA | JAKARTA SELATAN | rawat inap | rawat jalan | aia
RS. ZAHIRAH,"JL. SIRSAK NO.21, JAGAKARSA",021-78888723/7872210/78888721021-7888872,DKI JAKARTA | JAKARTA SELATAN | rawat inap | rawat jalan | aia
BRAWIJAYA WOMEN & CHILDREN HOSPITAL,JL.  TAMAN BRAWIJAYA NO.1 CIPETE UTARA,021 - 7211337,DKI JAKARTA | JAKARTA SELATAN | rawat inap | rawat jalan | aia
RS. ASRI,"JL.  DUREN TIGA RAYA, NO.20","021 27837900 / 021-7995566,7992211",DKI JAKARTA | JAKARTA SELATAN | rawat inap | rawat jalan | aia
MRCCC-SILOAM HOSPITALS SEMANGGI,"JL.  GARNISUN 2-3 KARET, SEMANGGI SETIABUDI",021-29962888/800/788,DKI JAKARTA | JAKARTA SELATAN | rawat inap | rawat jalan | aia
RS. METROPOLITAN MEDICAL CENTRE ( MMC ),"JL.  HR. RASUNA SAID, KAV. C21, KUNINGAN",021- 5203435/0811865958,DKI JAKARTA | JAKARTA SELATAN | rawat inap | rawat jalan | aia
MAYAPADA HOSPITAL JAKARTA SELATAN (MHJS),"JL.  LEBAK BULUS I KAV. 29, JAKARTA  SELATAN",021-29217777,DKI JAKARTA | JAKARTA SELATAN | rawat inap | rawat jalan | aia
RS. GANDARIA,"JL.  GANDARIA TENGAH II, NO.12-14, KEBAYORAN",021- 7250718/ 7203311,DKI JAKARTA | JAKARTA SELATAN | rawat inap | rawat jalan | aia
RSIA. BUDHI JAYA,"JL. DR. SAHARJO, NO.120",021-8292672/8311722021-8311722,DKI JAKARTA | JAKARTA SELATAN | rawat inap | rawat jalan | aia
RSIA. KEMANG MEDICAL CARE,"JL. AMPERA RAYA, NO.34,KEMANG",021-27545454/27545400/021-6317288,DKI JAKARTA | JAKARTA SELATAN | rawat inap | rawat jalan | aia
RS. SETIA MITRA,"JL.  RS.  FATMAWATI, NO.80-82, CILANDAK",021-7656000/7651021/7654676,DKI JAKARTA | JAKARTA SELATAN | rawat inap | rawat jalan | aia
RSU. AULIA,"JL. JERUK RAYA NO 15 JAGAKARS. A, JAKARTA SEL",021-7270208,DKI JAKARTA | JAKARTA SELATAN | rawat inap | rawat jalan | aia
RS. KHUSUS THT & BEDAH CIRANJANG,JL. CIRANJANG NO.20-22 KEB.BARU,021-7243366/7208192/7208192,DKI JAKARTA | JAKARTA SELATAN | rawat inap | rawat jalan | aia
RS. AGUNG,"JL.  SULTAN AGUNG, NO.67, PASAR RUMPUT","0218294955,8305768/9,8282795,83794207",DKI JAKARTA | JAKARTA SELATAN | rawat inap | rawat jalan | aia
RS. JAKARTA MEDICAL CENTER,"JL.  BUNCIT RAYA, NO.15",021-7980888/7985177,DKI JAKARTA | JAKARTA SELATAN | rawat inap | rawat jalan | aia
RS. PUSAT PERTAMINA,"JL.  KYAI MAJA 43, KEBAYORAN BARU",(021) 7219555,DKI JAKARTA | JAKARTA SELATAN | rawat inap | rawat jalan | aia
RS. PRIKASIH,"JL.  RS. FATMAWATI, NO.74, PONDOK LAB. U - CIL",021-7501192/7504669/75901174021 - 7504669,DKI JAKARTA | JAKARTA SELATAN | rawat inap | rawat jalan | aia
RS. TEBET,"JL. MT. HARYONO, NO.8, PANCORAN",021-8307540 / 829154,DKI JAKARTA | JAKARTA SELATAN | rawat inap | rawat jalan | aia
RSU. YADIKA CIPUTAT,"JL.  CIPUTAT RAYA, NO.5, KEBAYORAN LAMA",021-7291074,DKI JAKARTA | JAKARTA SELATAN | rawat inap | rawat jalan | aia
BRAWIJAYA HOSPITAL DUREN TIGA D/H RSIA. DUREN TIGA,"JL. DUREN TIGA RAYA NO.5, PANCORAN",021 - 7976605 / 50806438,DKI JAKARTA | JAKARTA SELATAN | rawat inap | rawat jalan | aia
RS. KHUSUS BEDAH HALIMUN,"JL. HALIMUN NO.9 RT.007/RW.02 GUNTUR, SETIA",021-8311361,DKI JAKARTA | JAKARTA SELATAN | rawat inap | rawat jalan | aia
RS KHUSUS MATA NUSANTARA D/H KMN LEBAK BULUS,JL. R.A. KARTINI NO.99 LEBAK BULUS,(021) 751 6688,DKI JAKARTA | JAKARTA SELATAN | rawat inap | rawat jalan | aia
MAYAPADA HOSPITAL KUNINGAN,JL. RASUNA SAID KAV.C-17 KARET KUNINGAN,021-50912929,DKI JAKARTA | JAKARTA SELATAN | rawat inap | rawat jalan | aia
SILOAM HOSPITALS MAMPANG,JL. MAMPANG PRAPATAN XVI NO.22 DUREN TIG,021-50102911,DKI JAKARTA | JAKARTA SELATAN | rawat inap | rawat jalan | aia
RSU. KARTINI CILEDUG,"JL. CILEDUG RAYA NO. 94-96, KEL.CIPULIR, KEC.KE",(021) 7245646/ 7207828,DKI JAKARTA | JAKARTA SELATAN | rawat inap | rawat jalan | aia
RSIA. ANDHIKA,JL. WARUNG SILA NO. 8 RT. 006 RW. 04 GUDANG,021-7874612; 7863408; 78887087; 7863408,DKI JAKARTA | JAKARTA SELATAN | rawat inap | rawat jalan | aia
RS Heartology,"Jl. Birah III no 4, kebayoran baru, jakarta Selatan",0812-1232-1183,DKI JAKARTA | JAKARTA SELATAN | rawat inap | rawat jalan | aia
RS. RAWAMANGUN,"JL.  BALAI PUSTAKA RAYA, NO.29-31",021-4893531,DKI JAKARTA | JAKARTA TIMUR | rawat inap | rawat jalan | aia
RSIA. BUNDA ALIYAH,JL. PAHLAWAN REVOLUSI NO.100 PONDOK BAM,021-86602525,DKI JAKARTA | JAKARTA TIMUR | rawat inap | rawat jalan | aia
RS. HARAPAN BUNDA,JL.  RAYA BOGOR KM.22 NO.44,021-8400257,DKI JAKARTA | JAKARTA TIMUR | rawat inap | rawat jalan | aia
RS. KARTIKA PULO MAS,JL. PULO MAS TIMUR K BLOK G-H-C/1,021-4703333,DKI JAKARTA | JAKARTA TIMUR | rawat inap | rawat jalan | aia
RS. HAJI JAKARTA,JL.  RAYA PONDOK GEDE,(021) 8000693-95(021) 8000695,DKI JAKARTA | JAKARTA TIMUR | rawat inap | rawat jalan | aia
RSU. UKI,"JL.  MAYJEN SOETOYO, CAWANG","021-8092317,8010526,8092831,8010523",DKI JAKARTA | JAKARTA TIMUR | rawat inap | rawat jalan | aia
RS. HARUM SISMA MEDIKA,"JL.  TARUM BARAT, KALIMALANG JAKTIM",021-8617212/3 ; 021-8617213,DKI JAKARTA | JAKARTA TIMUR | rawat inap | rawat jalan | aia
RS. MASMITRA,"JL.  KELURAHAN JATIMAKMUR, NO.40, PONDOK",021-84971766,DKI JAKARTA | JAKARTA TIMUR | rawat inap | rawat jalan | aia
RS. COLUMBIA ASIA PULOMAS,"JL.  KAYU PUTIH RAYA, PULOMAS - JAKARTA TIMU",(021) 29559400,DKI JAKARTA | JAKARTA TIMUR | rawat inap | rawat jalan | aia
RSIA. SAYYIDAH,JL. TAMAN MALAKA SELATAN NO. 6 PONDOK KEL,(021) 8690 2950,DKI JAKARTA | JAKARTA TIMUR | rawat inap | rawat jalan | aia
RS. ISLAM JAKARTA TIMUR (PONDOK KOPI),JL.  RAYA PONDOK KOPI,021-8630654/8610471021-8610471,DKI JAKARTA | JAKARTA TIMUR | rawat inap | rawat jalan | aia
RS. ANTAM MEDIKA,JL.  PEMUDA RAYA NO 1A PULOGADUNG JAKART,021- 29378939/40/44,DKI JAKARTA | JAKARTA TIMUR | rawat inap | rawat jalan | aia
RS. JANTUNG JAKARTA,"JL.  MATRAMAN RAYA NO.23, JAKARTA TIMUR",021-29361158/29361160/29360698,DKI JAKARTA | JAKARTA TIMUR | rawat inap | rawat jalan | aia
RS. YADIKA PONDOK BAMBU,JL.  PAHLAWAN REVOLUSI NO.47 PONDOK BAMB,021-8615754 / 021-8610756,DKI JAKARTA | JAKARTA TIMUR | rawat inap | rawat jalan | aia
RS. OMNI MEDICAL CENTER,"JL.  PULO MAS BARAT  VI, NO.20",021- 2977 9999,DKI JAKARTA | JAKARTA TIMUR | rawat inap | rawat jalan | aia
RS. PREMIER JATINEGARA ( RS MITRA INTERNASIONAL),"JL. RAYA JATINEGARA TIMUR, NO.85-87",021-2800666/2800888,DKI JAKARTA | JAKARTA TIMUR | rawat inap | rawat jalan | aia
RSU. PUSAT PERSAHABATAN,JL.  PERSAHABATAN RAYA NO. 1 JAKARTA TIMUR,"021-4891708, 4891745",DKI JAKARTA | JAKARTA TIMUR | rawat inap | rawat jalan | aia
RS. BHAYANGKARA TK.1 R.SAID SUKANTO (POLRI),JL.  RAYA KRAMAT JATI,021-8093288,DKI JAKARTA | JAKARTA TIMUR | rawat inap | rawat jalan | aia
RS. HARAPAN JAYAKARTA,"JL.  BEKASI TIMUR RAYA, NO.6 KM.18, PULO GAD",021-4603916/4601371/021-46822879,DKI JAKARTA | JAKARTA TIMUR | rawat inap | rawat jalan | aia
RS. HERMINA JATINEGARA,"JL. RAYA JATINEGARA BARAT, NO.126",021-8191223/021-8504371,DKI JAKARTA | JAKARTA TIMUR | rawat inap | rawat jalan | aia
RS. DHARMA NUGRAHA,JL. BALAI PUSTAKA BARU NO.19 RAWAMANGUN,021-4707433-37021-4707437,DKI JAKARTA | JAKARTA TIMUR | rawat inap | rawat jalan | aia
RS. JANTUNG BINA WALUYA CARDIAC CENTER,JL. TB SIMATUPANG NO.71,021-87781605-06021-87781606,DKI JAKARTA | JAKARTA TIMUR | rawat inap | rawat jalan | aia
RSIA. RESTI MULYA,JL. PAHLAWAN KOMARUDIN RAYA NO. 5 PENGGI,021-4803936-4802192-4803707,DKI JAKARTA | JAKARTA TIMUR | rawat inap | rawat jalan | aia
RS BRAWIJAYA SAHARJO,JL. DR.SAHARJO NO.199 TEBET BARAT,021-39737890,DKI JAKARTA | JAKARTA TIMUR | rawat inap | rawat jalan | aia
RSIA. SAMMARIE BASRA,"JL. BASUKI RACHMAT NO. 31, PONDOK BAMBU, D",021-86613145,DKI JAKARTA | JAKARTA TIMUR | rawat inap | rawat jalan | aia
RS. KHUSUS MATA SMEC JAKARTA,"JL. PEMUDA NO.36, RAWAMANGUN",(021) 4714848,DKI JAKARTA | JAKARTA TIMUR | rawat inap | rawat jalan | aia
RS. RESTU KASIH,"JL. RAYA BOGOR KM.19 NO.3A, KRAMAT JATI",021-8002166 / 8001177,DKI JAKARTA | JAKARTA TIMUR | rawat inap | rawat jalan | aia
RS. DUTA INDAH,JL.  TELUK GONG RAYA NO 12,(021) 666 7 6188,DKI JAKARTA | JAKARTA UTARA | rawat inap | rawat jalan | aia
RS. ISLAM JAKARTA UTARA ( SUKAPURA ),JL.  TIPAR CAKUNG NO.5 JAKARTA UTARA,"021-4400781,4400778021-4400778",DKI JAKARTA | JAKARTA UTARA | rawat inap | rawat jalan | aia
RSIA. GRAND FAMILY,"JL. PANTAI INDAH SELATAN 1, KOMPLEK ELANG L",021-296333777/02129673737 DAN 29678062,DKI JAKARTA | JAKARTA UTARA | rawat inap | rawat jalan | aia
RS. GADING PLUIT,"JL.  BOULEVARD TIMUR RAYA, KELAPA GADING. J",021-4521001/4520201021-4520201,DKI JAKARTA | JAKARTA UTARA | rawat inap | rawat jalan | aia
RS. PURI MEDIKA,"JL.  SUNGAI BAMBU RAYA, NO.5, TANJUNG PRIOK",021-43903355/43931975,DKI JAKARTA | JAKARTA UTARA | rawat inap | rawat jalan | aia
RS. PORT MEDICAL CENTER,JL.  ENGGANO NO.10 TANJUNG PRIOK,021-43902350/43902351,DKI JAKARTA | JAKARTA UTARA | rawat inap | rawat jalan | aia
RS. PELABUHAN JAKARTA,"JL.  KRAMAT JAYA, TANJUNG PRIOK",021-4403026,DKI JAKARTA | JAKARTA UTARA | rawat inap | rawat jalan | aia
RS. SATYA NEGARA,"JL.  AGUNG UTARA RAYA, BLOK A, NO.1",021-64715200/021-687813-14/6,DKI JAKARTA | JAKARTA UTARA | rawat inap | rawat jalan | aia
ROYAL PROGRESS INT HOSPITAL,"JL. DANAU SUNTER UTARA, SUNTER PARADISE I",021- 6400261; 6459877,DKI JAKARTA | JAKARTA UTARA | rawat inap | rawat jalan | aia
RS. MITRA KELUARGA KELAPA GADING,JL.  BUKIT GADING RAYA KAV.2 KELAPA GADING P,021-45852700,DKI JAKARTA | JAKARTA UTARA | rawat inap | rawat jalan | aia
RS. ATMA JAYA,JL.  PLUIT RAYA  NO.2,(021) 6606127,DKI JAKARTA | JAKARTA UTARA | rawat inap | rawat jalan | aia
RS. SUKMUL,"JL.  TAWES  NO.18 - 20, TANJUNG PRIOK",021- 4301269,DKI JAKARTA | JAKARTA UTARA | rawat inap | rawat jalan | aia
RS. PLUIT,"JL.  RAYA PLUIT  SELATAN, NO. 2",021-6685006; 021-668507,DKI JAKARTA | JAKARTA UTARA | rawat inap | rawat jalan | aia
RSIA. FAMILY,"JL. PLUIT MAS I BLOK A NO.2A-5A, KOMPLEK PER",021-6695066/6694990021-6694990,DKI JAKARTA | JAKARTA UTARA | rawat inap | rawat jalan | aia
RSU. HERMINA PODOMORO,JL DANAU SUNTER 2 BLOK E 3 NO 28-30,,DKI JAKARTA | JAKARTA UTARA | rawat inap | rawat jalan | aia
RSIA. ST.YUSUF TANJUNG PRIOK,"JL. GANGGENG RAYA NO. 9, TANJUNG PRIOK",0813 8461 2559 / 805,DKI JAKARTA | JAKARTA UTARA | rawat inap | rawat jalan | aia
RS. MULYASARI,JL.  RAYA PLUMPANG SEMPER NO. 19 JAKARTA U,021-43931111-43936666-43939999,DKI JAKARTA | JAKARTA UTARA | rawat inap | rawat jalan | aia
TZU CHI HOSPITAL,"JL. PANTAI INDAH KAPUK BOULEVARD, KEL.KAMA",021-50950888,DKI JAKARTA | JAKARTA UTARA | rawat inap | rawat jalan | aia
RS.Mata JEC - Primasana @ Tj.Priok,"Jl. Kb. Bawang No.1, RT.19/RW.1, Kb. Bawang, Ke",0804 122 1000,DKI JAKARTA | JAKARTA UTARA | rawat inap | rawat jalan | aia
SILOAM HOSPITALS JAMBI (D/H RS. ASIA MEDIKA),"JL.  SOEKARNO - HATTA, PAALMERAH JAMBI",0741-5919000,JAMBI | JAMBI | rawat inap | rawat jalan | aia
RS. ST.THERESIA,"JL.  SUTOMO, NO.19",0741 - 23119 / 7553811,JAMBI | JAMBI | rawat inap | rawat jalan | aia
RSIA. ANNISA JAMBI,JL. KABIA NO 04 RT 01 KEL. KEBUN HANDIL KEC JE,(0741) 445226,JAMBI | JAMBI | rawat inap | rawat jalan | aia
RSU. BAITURRAHIM JAMBI,JL. PROF. M. YAMIN SH NO. 30 LEBAK BANDUNG,0741-35165/0741-5911096/97/98,JAMBI | JAMBI | rawat inap | rawat jalan | aia
RS. KAMBANG JAMBI,"JL.  KOL. AMIR HAMZAH N0 53, KEL SELAMAT KEC",0741-61714,JAMBI | JAMBI | rawat inap | rawat jalan | aia
RS. SENTRAL MEDIKA MUARA BUNGO,"JL.  RANGKAYO HITAM, CADIKA MUARA BUNGO,",0747-22207/22209,JAMBI | MUARA BUNGO | rawat inap | rawat jalan | aia
SANTOSA HOSPITAL BANDUNG KOPO,"JL.  K.H. WAHID HASYIM (KOPO), NO.461-463 BA",022-54280333,JAWA BARAT | BANDUNG | rawat inap | rawat jalan | aia
RSKIA. HARAPAN BUNDA BANDUNG,"JL. PLUTO RAYA BLOK C RT. 01 RW. 02, KEL. MAR",(022) 7506490,JAWA BARAT | BANDUNG | rawat inap | rawat jalan | aia
RS. CAHYA KAWALUYAN,JL.  PARAHYANGAN KM.3 KAV.HOS PADALARANG,022-6803700,JAWA BARAT | BANDUNG | rawat inap | rawat jalan | aia
RS. KB. MELINDA II,"JL.  CIPTO NO. 1 RT 05/02, KEL. PASIRKALI KEC. CI",022-4267888/4233777,JAWA BARAT | BANDUNG | rawat inap | rawat jalan | aia
RS. MUHAMMADIYAH BANDUNG,JL.  KH. AHMAD DAHLAN NO.53,"022-7301062,7312167,7323549,7306935,73235",JAWA BARAT | BANDUNG | rawat inap | rawat jalan | aia
RS. AMC (ANNISA MEDICAL CENTER),JL.  RAYA CILEUNYI RANCAEKEK,"022-7781630,70804777,70805777",JAWA BARAT | BANDUNG | rawat inap | rawat jalan | aia
SANTOSA BANDUNG INTERNASIONAL HOSPITAL,"JL.  KEBON JATI, NO.38",022-4248333,JAWA BARAT | BANDUNG | rawat inap | rawat jalan | aia
RS. RAJAWALI,JL.  RAJAWALI NO.38,"022-6031087, 6011913, 6079143,6051087",JAWA BARAT | BANDUNG | rawat inap | rawat jalan | aia
RS. KHUSUS BEDAH HALMAHERA SIAGA,JL. LL.RE MARTADINATA NO.28,022-4206061/70858254/4216436,JAWA BARAT | BANDUNG | rawat inap | rawat jalan | aia
RSIA .MELINDA,"JL.  PAJAJARAN, NO.46","022-4222788,4222388,4209088,4266700",JAWA BARAT | BANDUNG | rawat inap | rawat jalan | aia
RSU. HERMINA PASTEUR,"JL. DR. DJUNDJUNAN, NO.107, PASTEUR",022-6072525,JAWA BARAT | BANDUNG | rawat inap | rawat jalan | aia
RS. BUNGSU,"JL.  VETERAN, NO.6",022-4231550,JAWA BARAT | BANDUNG | rawat inap | rawat jalan | aia
RS. IMMANUEL BANDUNG,"JL.  KOPPO, NO.161",022-5201051/5201672/5224216022-5224216,JAWA BARAT | BANDUNG | rawat inap | rawat jalan | aia
RS. IMC,"JL.  RAYA CIAMREME NO 170-173 NGAMPRAH, P",022-6620923/6620965,JAWA BARAT | BANDUNG | rawat inap | rawat jalan | aia
RS. SANTO YUSUP,JL.  CIKUTRA 7 BANDUNG,"022-7208172,022-7217097, 022-7217103, 022-7",JAWA BARAT | BANDUNG | rawat inap | rawat jalan | aia
RS. HERMINA ARCAMANIK,"JL.  AH.NASUTION, KM.7, NO.50, ARCAMANIK BA",022-87242525,JAWA BARAT | BANDUNG | rawat inap | rawat jalan | aia
RS. ADVENT BANDUNG,"JL.  CIHAMPELAS, NO.161",022 -2034386-9/2034388,JAWA BARAT | BANDUNG | rawat inap | rawat jalan | aia
RSIA. GRHA BUNDA,"JL. TERUSAN JAKARTA NO. 15-17 BANDUNG, JAW",022-872 56789,JAWA BARAT | BANDUNG | rawat inap | rawat jalan | aia
RSIA. LIMIJATI,JL. LAKS L RE MARTADINATA 33-39,022-4207770/022-84281333/84469472,JAWA BARAT | BANDUNG | rawat inap | rawat jalan | aia
RS MATA BANDUNG EYE CENTER,"JL. BUAH BATU NO.147 RT.007/006 LENGKONG, T",(022) 7351 4683/84,JAWA BARAT | BANDUNG | rawat inap | rawat jalan | aia
RSU. BINA SEHAT,JL. RAYA DAYEUH KOLOT NO.325,(022)5207963-65,JAWA BARAT | BANDUNG | rawat inap | rawat jalan | aia
EDELWEISS HOSPITAL,"JL. SOEKARNO - HATTA NO.550 SEKEJATI, BUAH B",022-86023000,JAWA BARAT | BANDUNG | rawat inap | rawat jalan | aia
