nama_rumah_sakit,alamat,telp,text
"OPTIK SEIS MAL CIPUTRA
CITRAGRAN CIBUBUR","GROUND FLOOR NO 51 JL. ALTERNATIF CIBUBUR CILEUNGSI
KM 4",021-29377342,DKI JAKARTA | JAKARTA TIMUR | OPTIC | YES | NO | NO | CORPORATE | MSIG
KLINIK MIRACLE MATRAMAN,"GD. BCA MATRAMAN LT. BASEMENT, JL MATRAMAN RAYA,
JAKARTA TIMUR",021-8581259,DKI JAKARTA | JAKARTA TIMUR | CLINIC | YES | NO | NO | CORPORATE | MSIG
"RS KHUSUS BEDAH COLUMBIA
ASIA PULOMAS",JL. KAYU PUTIH RAYA NO. 1 JAKARTA TIMUR,021-29459999,DKI JAKARTA | JAKARTA TIMUR | HOSPITAL | YES | YES | YES | CORPORATE | MCU | INDIVIDU | MSIG
"APOTEK FARMARIN II
PENGGILINGAN","jl. kompl. taman pulo indah blok i no. 7-8 penggilingan,
jakarta timur",021-4800688,DKI JAKARTA | JAKARTA TIMUR | APOTEK | YES | NO | NO | CORPORATE | MSIG
RSIA SAYYIDAH,"JL. TAMAN MALAKA SELATAN NO 6 PONDOK KELAPA JAKARTA
TIMUR",021-86902950,DKI JAKARTA | JAKARTA TIMUR | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
OPTIK INTERNASIONAL CILILITAN,"GD. PGC LT. 1 NO 432-433 JL. MAYJEN SUTOYO NO.76
CILILITAN",021-30016206,DKI JAKARTA | JAKARTA TIMUR | OPTIC | YES | NO | NO | CORPORATE | MSIG
RSIA. RESTU KASIH,JL. RAYA BOGOR KM. 19 NO. 3A KRAMAT JATI,021-8001177,DKI JAKARTA | JAKARTA TIMUR | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
RS. KHUSUS MATA SMEC JAKARTA,Jalan Pemuda No. 36 Rawamangun Jakarta Timur 13220,021 - 4714848,DKI JAKARTA | JAKARTA TIMUR | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
OPTIK SEIS MALL BASURA,"Lantai GF Blok RE#11, Jalan Basuki Rahmat,, Cipinang Besar
Selatan,Jatinegara, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur",021-22807668,DKI JAKARTA | JAKARTA TIMUR | OPTIC | YES | NO | NO | CORPORATE | MSIG
OPTIK SEIS AEON MALL CAKUNG,"Ps. Modern Jkt Garden City, Jl. Cassia Utama No.46, RT.8/RW.6, Cakung Tim., Cakung, Jakarta Timur 13960",021-22463063,DKI JAKARTA | JAKARTA TIMUR | OPTIC | YES | NO | NO | CORPORATE | MSIG
KLINIK MERIAL HEALTH,"Jl. Dewi Sartika No. 312 A, Cawang – Jakarta Timur 13630",021-8002604,DKI JAKARTA | JAKARTA TIMUR | CLINIC | YES | NO | NO | CORPORATE | MSIG
"HAPPY DENTAL CLINIC MALL
CIPUTRA CIBUBUR",JL ALTERNATIF CIBUBUR JATISAMPURNA JAWABARAT,021-29376835,DKI JAKARTA | JAKARTA TIMUR | DENTAL | YES | NO | NO | CORPORATE | MSIG
"KLINIK MEDIKIDS BY MHDC GREEN
TERRACE","Jl. Pintu 1 TMII, Ceger, Cipayung","021-2984
0066/63",DKI JAKARTA | JAKARTA TIMUR | DENTAL | YES | NO | NO | CORPORATE | MSIG
"OPTIK MELAWAI BALAI PUSTAKA
RAWAMANGUN",JL. BALAI PUSTAKA TIMUR NO.3,021-475 7908,DKI JAKARTA | JAKARTA TIMUR | OPTIC | YES | NO | NO | CORPORATE | MSIG
OPTIK MELAWAI ARION PLAZA,LT.DASAR 16,(0341) 409 325,DKI JAKARTA | JAKARTA TIMUR | OPTIC | YES | NO | NO | CORPORATE | MSIG
KARDIA EYE CENTER,"JL. MATRAMAN RAYA 61A PALMERIAM, MATRAMAN, JAKARTA
TIMUR",2185850144,DKI JAKARTA | JAKARTA TIMUR | CLINIC | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
OPTIK MELAWAI AEON JGC,LT. GF 07 - JL.JKT GARDEN CITY BOULEVARD CAKUNG,81514166711,DKI JAKARTA | JAKARTA TIMUR | OPTIC | YES | NO | NO | CORPORATE | MSIG
AUDY DENTAL RAWAMANGUN,"Jl. Balai Pustaka Timur No. 4A RT 001 RW 014 Kel.
Rawamangun, Kec. Pulo Gadung",021-38859022,DKI JAKARTA | JAKARTA TIMUR | DENTAL | YES | NO | NO | CORPORATE | MSIG
AUDY DENTAL CAWANG,"Jl. Dewi Sartika No.292E, RT.1/RW.6, Cawang, Kec. Kramat
jati, Jakarta Timur 13630",021-56922135,DKI JAKARTA | JAKARTA TIMUR | DENTAL | YES | NO | NO | CORPORATE | MSIG
"OPTIK MELAWAI BINAMARGA
CIPAYUNG","JL. BINA MARGA NO.94, KEL.CIPAYUNG, KEC. CIPAYUNG",81519604870,DKI JAKARTA | JAKARTA TIMUR | OPTIC | YES | NO | NO | CORPORATE | MSIG
RS. SATYA NEGARA,JL. AGUNG UTARA RAYA BLOK A NO.1,021-64715200/ (127),DKI JAKARTA | JAKARTA UTARA | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
RS. HUSADA,JL RAYA MANGGA BESAR 137-139,"021-6260108/
6490090",DKI JAKARTA | JAKARTA UTARA | HOSPITAL | YES | YES | YES | CORPORATE | MCU | INDIVIDU | MSIG
RS. PELABUHAN JAKARTA,JL. KRAMAT JAYA TANJUNG PRIOK,"021-
4403026/x130,1
29",DKI JAKARTA | JAKARTA UTARA | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
RS. PANTAI INDAH KAPUK,"JL. PANTAI INDAH UTARA 3, PANTAI INDAH KAPUK","021-
5880911/588520
0",DKI JAKARTA | JAKARTA UTARA | HOSPITAL | YES | YES | YES | CORPORATE | MCU | INDIVIDU | MSIG
RS. ISLAM JAKARTA UTARA,JL. TIPAR CAKUNG NO. 5 SUKAPURA,"021-
4400778/779/",DKI JAKARTA | JAKARTA UTARA | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
ROYAL PROGRESS INTERNATIONAL HOSPITAL,JL. DANAU SUNTER UTARA NIRWANA SUNTER ASRI,"021-
6459877/640026
1",DKI JAKARTA | JAKARTA UTARA | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
RS. PLUIT,JL. RAYA PLUIT SELATAN NO. 2,021-6685070,DKI JAKARTA | JAKARTA UTARA | HOSPITAL | YES | YES | YES | CORPORATE | MCU | INDIVIDU | MSIG
RS. ATMAJAYA,JL. PLUIT RAYA No. 2,021-6606127,DKI JAKARTA | JAKARTA UTARA | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
"RS. MITRA KELUARGA KELAPA
GADING",JL. BUKIT GADING RAYA KAV. 2 KELAPA GADING PERMAI,021-45852700,DKI JAKARTA | JAKARTA UTARA | HOSPITAL | YES | YES | YES | CORPORATE | MCU | INDIVIDU | MSIG
RSIA. FAMILY,"Komp. Pluit Mas Jl. Pluit Mas 1 Blok A No. 2A – 5A, Kelurahan
Pejagalan, Kecamatan Penjaringan","021-
6694990/669734
5",DKI JAKARTA | JAKARTA UTARA | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
RS. GADING PLUIT,JL. BOULEVARD TIMUR RAYA KELAPA GADING,021-4520201,DKI JAKARTA | JAKARTA UTARA | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
"LABORATORIUM KLINIK PATHLAB
JAKARTA SUNTER",JL. GRIYA UTAMA BLOK A No 42. SUNTER AGUNG,021-65837333,"DKI JAKARTA | JAKARTA UTARA | LABORATORIU
M | NO | YES | NO | MCU | MSIG"
OPTIK SEIS MAL KELAPA GADING 3,"JL BOULEVARD KELAPA GADING BLOK M LANTAI DASAR UNIT
09",021-45853588,DKI JAKARTA | JAKARTA UTARA | OPTIC | YES | NO | NO | CORPORATE | MSIG
OPTIK SEIS MAL ARTHA GADING,"JL. BOULEVARD ARTHA GADING GROUND FLOOR BLOK B7 -
01",021-45863842,DKI JAKARTA | JAKARTA UTARA | OPTIC | YES | NO | NO | CORPORATE | MSIG
OPTIK SEIS MALL OF INDONESIA,GROUD FLOOR NO.B8 KELAPA GADING,021-45868106,DKI JAKARTA | JAKARTA UTARA | OPTIC | YES | NO | NO | CORPORATE | MSIG
RS. PORT MEDICAL CENTRE,JL. ENGGANO No. 10 TANJUNG PRIOK,021-43902350,DKI JAKARTA | JAKARTA UTARA | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
LABORATORIUM KLINIK WIN LAB,"Jl. Boulevard Barat Raya Blok C No. 10-12 Kelapa Gading
Square",021-45876464,"DKI JAKARTA | JAKARTA UTARA | LABORATORIU
M | NO | YES | NO | MCU | MSIG"
"LABORATORIUM KLINIK PRODIA
SUNTER","JL. DANAU SUNTER UTARA BLOK C1 NO. 14, SUNTER
AGUNG, JAKARTA UTARA 14350","021-
65308116/17","DKI JAKARTA | JAKARTA UTARA | LABORATORIU
M | NO | YES | NO | MCU | MSIG"
"LABORATORIUM KLINIK UTAMA
BIOTEST JAKARTA UTARA","Jl. Pluit Sakti No. 25, Jakarta Utara",021-6622611,"DKI JAKARTA | JAKARTA UTARA | LABORATORIU
M | YES | YES | NO | CORPORATE | MCU | MSIG"
"LABORATORIUM KLINIK PRODIA
PLUIT","Jl PLUIT KENCANA RAYA N0. 118-120, PENJARINGAN, PLUIT",021-66603561,"DKI JAKARTA | JAKARTA UTARA | LABORATORIU
M | NO | YES | NO | MCU | MSIG"
KLINIK & APOTEK LAB MITRASANA KELAPA GADING,"Jl.Boulevard Timur Raya Blok NB I No.36 Kel.Pegangsaan Dua, Kelapa Gading","021-
36464908/45854
5",DKI JAKARTA | JAKARTA UTARA | CLINIC | YES | NO | NO | CORPORATE | MSIG
RS. DUTA INDAH,"JL. TELUK GONG RAYA NO. 12, PENJARINGAN, JAKARTA UTARA","021-
66676188/Ext
303",DKI JAKARTA | JAKARTA UTARA | HOSPITAL | YES | YES | YES | CORPORATE | MCU | INDIVIDU | MSIG
OPTIK SEIS PASAR BARU,JL.PASAR BARU NO 101,021-381284,DKI JAKARTA | JAKARTA UTARA | OPTIC | YES | NO | NO | CORPORATE | MSIG
OPTIK SEIS BAYWALK MALL PLUIT,"LANTAI 1 (FF) NO. 1-27 JL. PLUIT KARANG AYU BLOK B1
UTARA",021-29629586,DKI JAKARTA | JAKARTA UTARA | OPTIC | YES | NO | NO | CORPORATE | MSIG
OPTIK SEIS EMPORIUM PLUIT MALL,"UPPER GROUND FLOOR NO. . UG -32 JL PLUIT SELATAN
RAYA, JAKARTA UTARA",021-29864909,DKI JAKARTA | JAKARTA UTARA | OPTIC | YES | NO | NO | CORPORATE | MSIG
KMN EYECARE - KEMAYORAN,"The Mansion Kemayoran, Bougenvile - Fontana Tower Lantai 18-19 Jalan Trembesi Blok D-4, Bandar Baru Kemayoran",021-7516699,DKI JAKARTA | JAKARTA UTARA | CLINIC | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
OPTIK INTERNASIONAL MDS 2,"MANGGA DUA SQUARE LT.LOWER GROUND BLOK A NO.91-
92",021 - 62312873,DKI JAKARTA | JAKARTA UTARA | OPTIC | YES | NO | NO | CORPORATE | MSIG
"LABORATORIUM KLINIK PRODIA
PANTAI INDAH KAPUK","RUKO GOLD COAST BLOK B 2 - 3 PANYAI INDAH KAPUK,
KAMAL MUARA PENJARINGAN","021 -
29032788/99","DKI JAKARTA | JAKARTA UTARA | LABORATORIU
M | NO | YES | NO | MCU | MSIG"
"LABORATORIUM KLINIK UTAMA
BIOTEST KELAPA GADING","RUKO KENSINTON JL. BOULEVARD RAYA NO A3 KELAPA
GADING",021-24520949,"DKI JAKARTA | JAKARTA UTARA | LABORATORIU
M | YES | YES | NO | CORPORATE | MCU | MSIG"
"KLINIK J&J DENTAL CARE PANTAI
INDAH KAPUK","Jl. Marina Raya. Ruko Cardoba Blok G No. 16 Pantai indah
kapuk","+628221113087
8",DKI JAKARTA | JAKARTA UTARA | DENTAL | YES | NO | NO | CORPORATE | MSIG
RS. HERMINA PODOMORO,"Jl. Danau Agung 2 Blok E 3 No. 28 - 30, Sunter Agung, Tanjung Priok, Jakarta Utara, Daerah Khusus Ibukota Jakarta",021-6404910,DKI JAKARTA | JAKARTA UTARA | HOSPITAL | YES | YES | YES | CORPORATE | MCU | INDIVIDU | MSIG
HAPPY DENTAL CLINIC BAYWALK,"Jl.Pluit Karang Ayu, Penjaringan",021-29022596,DKI JAKARTA | JAKARTA UTARA | DENTAL | YES | NO | NO | CORPORATE | MSIG
"KLINIK DENTAL UNIVERSE
INDONESIA KELAPA GADING","Jln Boulevard LB III No.32, RT.12/RW.18, Klp. Gading Tim., Klp.
Gading, Kota Jkt Utara 14",021- 860746,DKI JAKARTA | JAKARTA UTARA | DENTAL | YES | NO | NO | CORPORATE | MSIG
"LABORATORIUM KLINIK PRODIA
SUNTER GRIYA","JL. GRIYA UTAMA BLOK A KAV. 22, SUNTER AGUNG TANJUNG
PRIOK",021-65835034,"DKI JAKARTA | JAKARTA UTARA | LABORATORIU
M | NO | YES | NO | MCU | MSIG"
KLINIK SILOAM SUNTER,"JL. DANAU SUNTER UTARA BLOK R KAV. NO. 65, RT.1/RW.19,
Sunter Agung, Tj. Priok, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14350",021-22655598,DKI JAKARTA | JAKARTA UTARA | CLINIC | YES | NO | NO | CORPORATE | MSIG
"OPTIK SEIS CABANG NEW SUNTER
MALL","Jl. Danau Sunter Utara, RT.14/RW.13, Sunter Agung, Tj. Priok,
Kota Jakarta Utara, 14350",021-65832594,DKI JAKARTA | JAKARTA UTARA | OPTIC | YES | NO | NO | CORPORATE | MSIG
"OPTIK TUNGGAL CIPINANG INDAH
MALL","JL.RAYA KALIMALANG, KAV.88, JAKARTA. 13240",021-3454657,DKI JAKARTA | JAKARTA UTARA | OPTIC | YES | NO | NO | CORPORATE | MSIG
"OPTIK TUNGGAL CIPUTRA, MAL S
PARMAN",JL. ARTERI S. PARMAN,1063000535,DKI JAKARTA | JAKARTA UTARA | OPTIC | YES | NO | NO | CORPORATE | MSIG
"OPTIK TUNGGAL EMPORIUM PLUIT
MALL",JL. PLUIT SELATAN RAYA - JAKARTA UTARA 14440,021-3454657,DKI JAKARTA | JAKARTA UTARA | OPTIC | YES | NO | NO | CORPORATE | MSIG
"OPTIK MELAWAI ARTHA GADING
MALL",GF BLOK B6 NO.25,021-45864085,DKI JAKARTA | JAKARTA UTARA | OPTIC | YES | NO | NO | CORPORATE | MSIG
"OPTIK MELAWAI EMPORIUM PLUIT
MALL",GF UNIT G15,021-66676281,DKI JAKARTA | JAKARTA UTARA | OPTIC | YES | NO | NO | CORPORATE | MSIG
AUDY DENTAL SUNTER,"JL. DANAU AGUNG 2 BLOK E-10 NO.22C SUNTER AGUNG, TJ.
PRIOK",(021) 22656221,DKI JAKARTA | JAKARTA UTARA | DENTAL | YES | NO | NO | CORPORATE | MSIG
"AUDY DENTAL PANTAI INDAH
KAPUK","JL. PANTAI INDAH SELATAN 1, RUKO ELANG LAUT BLOK
NO.20",(021) 29219170,DKI JAKARTA | JAKARTA UTARA | DENTAL | YES | NO | NO | CORPORATE | MSIG
AUDY DENTAL KELAPA GADING,RUKO MAL OF INDONESIA BLOK K NO.3 KELAPA GADING,(021) 45869153,DKI JAKARTA | JAKARTA UTARA | DENTAL | YES | NO | NO | CORPORATE | MSIG
TZU CHI HOSPITAL,"JL. PANTAI INDAH KAPUK BOULEVARD, KEL.KAMAL MUARA,
KEC.PENJARINGAN",021-50950888,DKI JAKARTA | JAKARTA UTARA | HOSPITAL | YES | YES | YES | CORPORATE | MCU | INDIVIDU | MSIG
"HAPPY DENTAL CLINIC MALL
KELAPA GADING","Summarecon Mall Kelapa Gading 2 Unit 2F-320 Kelapa
Gading Barat",8119901166,DKI JAKARTA | JAKARTA UTARA | DENTAL | YES | NO | NO | CORPORATE | MSIG
HAPPY DENTAL CLINIC PIK AVENUE,"PIK Avenue Lantai1 Jl Pantai Indah Utara I No 6 RW 02 Kec
Penjaringan",81381291918,DKI JAKARTA | JAKARTA UTARA | DENTAL | YES | NO | NO | CORPORATE | MSIG
KLINIK PRODIA KELAPA GADING,"Jl. Boulevard Raya Blok H 4 No. 15, Kelapa Gading Permai",(021) 4522148,DKI JAKARTA | JAKARTA UTARA | CLINIC | YES | YES | NO | CORPORATE | MCU | MSIG
"KLINIK PRODIA PANTAI INDAH
KAPUK","Rukan Gold Coast Blok B No.2-3, Pantai Indah Kapuk, Jakarta
Utara",(021)29032788,DKI JAKARTA | JAKARTA UTARA | CLINIC | YES | NO | NO | CORPORATE | MSIG
KLINIK PRODIA PLUIT,"Jl. Pluit Kencana Raya No. 118-120, Pluit, Penjaringan, Jakarta
Utara 14450",(021) 66600571,DKI JAKARTA | JAKARTA UTARA | CLINIC | YES | NO | NO | CORPORATE | MSIG
KLINIK PRODIA SUNTER,Jl. Danau Sunter Utara Blok C2 No. 1B & 1C,(021) 65308116,DKI JAKARTA | JAKARTA UTARA | CLINIC | YES | NO | NO | CORPORATE | MSIG
KLINIK PRODIA SUNTER GRIYA,"Jl. Griya Utama Blok A Kav No.22, Sunter Agung",(021)65835034,DKI JAKARTA | JAKARTA UTARA | CLINIC | YES | NO | NO | CORPORATE | MSIG
RSIA. SANTO YUSUF,"Jl. Ganggeng Raya No.9, Kelurahan Sungai Bambu",021 43931880,DKI JAKARTA | JAKARTA UTARA | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
RSIA. GRAND FAMILY,"Jl. Pantai Indah Selatan I Komplek Elang Laut Boulevard Kavling I No. 1, Kelurahan Kamal Muara, Kecamatan
Penjaringan",021-29673737,DKI JAKARTA | JAKARTA UTARA | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
"LABORATORUM KLINIK CITO
KELAPA GADING","JL.GADING INDAH I, PEGANGSAAN DUA, KEC.KELAPA
GADING",021-24520391,"DKI JAKARTA | JAKARTA UTARA | LABORATORIU
M | YES | YES | NO | CORPORATE | MCU | MSIG"
OPTIK MELAWAI MALL KELAPA GADING 2,"GF 148B - 150, JL.BOULEVARD KELAPA GADING BLOK M, KEL. KELAPA GADING TIMUR, KEC. KELAPA GADING",81585326829,DKI JAKARTA | JAKARTA UTARA | OPTIC | YES | NO | NO | CORPORATE | MSIG
"AUDY DENTAL KELAPA GADING
BOULEVARD","Boulevard Raya Blok LB 3/22, Desa/Kelurahan Kelapa Gading
Timur, Kec. Kelapa Gading",021-27820952,DKI JAKARTA | JAKARTA UTARA | DENTAL | YES | NO | NO | CORPORATE | MSIG
"OPTIK MELAWAI RUKO BOULEVARD
RAYA","JL KELAPA GADING BOULEVARD BLOK LB 1 NO 27, KELAPA
GADING JAKARTA UTARA, 14240",81574205404,DKI JAKARTA | JAKARTA UTARA | OPTIC | YES | NO | NO | CORPORATE | MSIG
HAPPY DENTAL CLINIC GANDARIA CITY,"Gandaria City Mall, Lantai LG, Jl. Sultan Iskandar Muda, Gandaria, Kec. Kebayoran Lama, Jakarta Selatan 12240",811996550,DKI JAKARTA | JAKARTAy SELATAN | DENTAL | YES | NO | NO | CORPORATE | MSIG
RS SANTA THERESIA,Jl. Dr. Sutomo No. 19,0741-23119,JAMBI | JAMBI | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
SILOAM HOSPITALS JAMBI,"JL. SOEKARNO-HATTA, PAALMERAH JAMBI 36139",0741-573333,JAMBI | JAMBI | HOSPITAL | YES | YES | YES | CORPORATE | MCU | INDIVIDU | MSIG
"LABORATORIUM KLINIK PRODIA
JAMBI","Jl. Urip Sumoharjo no. 2-3, Telanaipura, Jambi","0741-
64688/64699","JAMBI | JAMBI | LABORATORIU
M | NO | YES | NO | MCU | MSIG"
RSIA. ANNISA JAMBI,"JL KABIA NO 04 RT 01 KEL. KEBUN HANDIL KEC JELUTUNG
KOTA JAMBI",0741-445226,JAMBI | JAMBI | HOSPITAL | YES | NO | NO | CORPORATE | MSIG
RS. ISLAM ARAFAH JAMBI,JL. MPU GANDRING NO 01 KEBUN JERUK,0741-667966,JAMBI | JAMBI | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
APOTEK KIMIA FARMA 299,"JL. R. MATTAHER NO 40, RAWASARI,JAMBI",0741-25635,JAMBI | JAMBI | APOTEK | YES | NO | NO | CORPORATE | MSIG
OPTIK INTERNASIONAL JAMBI 1,"JL. HUSNI THAMRIN NO 110 SIMPANG MANGGA, JAMBI",0741-7554120,JAMBI | JAMBI | OPTIC | YES | NO | NO | CORPORATE | MSIG
OPTIK INTERNASIONAL JAMBI 3,JL. KOL.ABUNJANI NO.11 SIPIN JAMBI,0741-3020178,JAMBI | JAMBI | OPTIC | YES | NO | NO | CORPORATE | MSIG
RS. MITRA JAMBI,"Jl. Jend. Basuki Rahmat No. 77 RT 07 Kel. Paal V Kota Baru
Jambi - 36128",0741-3041355,JAMBI | JAMBI | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
RS. BAITURRAHIM JAMBI,"Jl. Profesor Muhammmad Yamin SH No.30, Lebak Bandung, Jelutung, Lb. Bandung, Jelutung, Kota Jambi,",0741-5911098,JAMBI | JAMBI | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
OPTIK MELAWAI BATANG HARI,"LT. DASAR BLOK B NO. 1-4, 26",0741-783 7006,JAMBI | JAMBI | OPTIC | YES | NO | NO | CORPORATE | MSIG
"OPTIK MELAWAI JAMBI TOWN
SQUARE","LT. DASAR, UNIT TKDC & TKDD",(0741) 667 731,JAMBI | JAMBI | OPTIC | YES | NO | NO | CORPORATE | MSIG
RS. RAPHA THERESIA JAMBI,"Jl.Lingkar Selatan ( Jl.Kardinal J Darmojuwono ) Kel.Kenali
Asam Bawah Kec. Kota Baru Jambi - 36128",0741) 3620888,JAMBI | JAMBI | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
KLINIK PRODIA JAMBI,"Jl. Urip Sumohardjo 2-3, Telanai Pura, Jambi","(0741) 64688,
64699",JAMBI | JAMBI | CLINIC | YES | NO | NO | CORPORATE | MSIG
RS. EFARINA,JL. LINTAS TIMUR NO. 1 PANGKALAN KERINCI,"0761-493980/
494500",JAMBI | KERINCI | HOSPITAL | YES | NO | NO | CORPORATE | MSIG
RS. ADVENT BANDUNG,"Jl. Cihampelas No.161, Cipaganti, Coblong, Kota Bandung,
Jawa Barat 40131",022-2034386,JAWA BARAT | BANDUNG | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
RS. SANTO YUSUP,JL. CIKUTRA NO. 7 BANDUNG,022-7202420,JAWA BARAT | BANDUNG | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
RS. HERMINA ARCAMANIK,"JL. A.H Nasution Km. 7 No. 50 Antapani, Bandung, Jawa Barat",022-87242525,JAWA BARAT | BANDUNG | HOSPITAL | YES | YES | YES | CORPORATE | MCU | INDIVIDU | MSIG
RS MUHAMMADIYAH BANDUNG,JL. KH. AHMAD DAHLAN NO. 53,022-7301062,JAWA BARAT | BANDUNG | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
RS. MITRA KASIH,Jl. RAYA CIBABAT No. 341 CIMAHI-BANDUNG,"022-
6654852/665277
4",JAWA BARAT | BANDUNG | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
RS. RAJAWALI BANDUNG,JL. RAJAWALI BARAT NO. 38,022-6031087,JAWA BARAT | BANDUNG | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
RS. IMMANUEL,JL. KOPO NO 161,"022-
5230151/523015
3",JAWA BARAT | BANDUNG | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
RS. SANTO BORROMEUS,JL. Ir. H. JUANDA No. 100,022-2552002,JAWA BARAT | BANDUNG | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
RS. HERMINA PASTEUR,JL. dr. DJUNDJUNAN No. 107,022-6072525,JAWA BARAT | BANDUNG | HOSPITAL | YES | YES | YES | CORPORATE | MCU | INDIVIDU | MSIG
KLINIK & APOTEK AN-NUR,JL. SETIABUDI No. 63,022-2031922,JAWA BARAT | BANDUNG | CLINIC | YES | NO | NO | CORPORATE | MSIG
RS. CAHYA KAWALUYAN,"JL. PARAHYANGAN Km.3 Kav. HOS KOMP. KOTA BARU
PARAHYANGAN, PADALARANG",022-6803700,JAWA BARAT | BANDUNG | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
"SANTOSA HOSPITAL BANDUNG
CENTRAL",Jl. KEBONJATI No 38,022-4248333,JAWA BARAT | BANDUNG | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
RS. AMC,JL. RAYA CILEUNYI RANCAEKEK,022-7781630,JAWA BARAT | BANDUNG | HOSPITAL | YES | NO | YES | CORPORATE | INDIVIDU | MSIG
LABORATORIUM KLINIK PRODIA BANDUNG - WASTUKENCANA,JL. WASTUKENCANA NO. 38,"022-
4231362/423587
3",JAWA BARAT | BANDUNG | LABORATORIU M | YES | YES | NO | CORPORATE | MCU | MSIG
LABORATORIUM KLINIK PRODIA BANDUNG - BUAH BATU,JL. BUAH BATU 160,"022-
7310128/730621
9",JAWA BARAT | BANDUNG | LABORATORIU M | YES | YES | NO | CORPORATE | MCU | MSIG
"LABORATORIUM KLINIK PRODIA
BANDUNG - KOPO","JL. KOPO PERMAI I NO. 55A/6, BANDUNG, 40227",022-5404291,"JAWA BARAT | BANDUNG | LABORATORIU
M | YES | YES | NO | CORPORATE | MCU | MSIG"
LABORATORIUM KLINIK PRODIA BANDUNG - H. KURDI,"JL. MOH.TOHA NO. 126 BANDUNG, 40243","022-
5206492/520466
8",JAWA BARAT | BANDUNG | LABORATORIU M | YES | YES | NO | CORPORATE | MCU | MSIG
LABORATORIUM KLINIK PRODIA BANDUNG - MAS BUMI KENCANA,RUKO BUMI MAS KENCANA JL.A.H NASUTION 928B CIKADUT - BANDUNG,022-7236559,JAWA BARAT | BANDUNG | LABORATORIU M | YES | YES | NO | CORPORATE | MCU | MSIG
"LABORATORIUM KLINIK PRODIA
CIMAHI","Jl. Jend. H. Amir Machmud No.523, Karangmekar, Kec.
Cimahi Tengah",022-6658125,"JAWA BARAT | BANDUNG | LABORATORIU
M | YES | YES | NO | CORPORATE | MCU | MSIG"
"LABORATORIUM KLINIK PRAMITA
BANDUNG - M TOHA","Jl. M Toha No. 163, Jawa Barat",022-5201915,"JAWA BARAT | BANDUNG | LABORATORIU
M | YES | NO | NO | CORPORATE | MSIG"
LABORATORIUM KLINIK PRAMITA BANDUNG - MARTADINATA,"Jl. LL R.E Martadinata No. 135, Bandung, Jawa Barat",022-7271946,JAWA BARAT | BANDUNG | LABORATORIU M | YES | NO | NO | CORPORATE | MSIG
"LABORATORIUM KLINIK UTAMA
BIOTEST BANDUNG - NARIPAN","Jl. Naripan No. 41, Bandung",022-4205544,"JAWA BARAT | BANDUNG | LABORATORIU
M | YES | YES | NO | CORPORATE | MCU | MSIG"
"LABORATORIUM KLINIK UTAMA
BIOTEST BANDUNG - KOPO","Jl. Kopo Bihbul No. 71, Bandung",022-5417175,"JAWA BARAT | BANDUNG | LABORATORIU
M | YES | YES | NO | CORPORATE | MCU | MSIG"
LABORATORIUM KLINIK UTAMA BIOTEST BANDUNG - BUAH BATU,"Jl. Buah Batu No. 241, Bandung",022-7313535,JAWA BARAT | BANDUNG | LABORATORIU M | YES | YES | NO | CORPORATE | MCU | MSIG
