nama_rumah_sakit,alamat,telp,text
RS UMUM DAERAH BANTAR GEBANG,"JALAN RAYA SILIWANGI KM.10 RT.14, RW.01 KEL.BANTARGEBANG, KEC.BANTARGEBANG, KOTA BEKASI",(021) 82637773,JAWA BARAT | KOTA BEKASI | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH PONDOKGEDE,JL. RAYA JATIWARINGIN 1 RT 01 RW 11 KEL. JATIWARINGIN KEC. PONDOK GEDE,2185516033,JAWA BARAT | KOTA BEKASI | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH DR. CHASBULLAH ABDULMADJID,JL. PRAMUKA NO. 55 BEKASI,021-8841005,JAWA BARAT | KOTA BEKASI | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH KOTA BOGOR,"JL. DR. SUMERU NO.120, RT.03/RW.20, MENTENG, KEC. BOGOR BARAT, KOTA BOGOR, JAWA BARAT 16112",0251-8312292,JAWA BARAT | KOTA BOGOR | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH KHIDMAT SEHAT AFIAT KOTA DEPOK,JL. RAYA MUCHTAR NO. 99 SAWANGAN,0251-8602514,JAWA BARAT | KOTA DEPOK | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH ANUGERAH SEHAT AFIAT,"JL. RAYA TAPOS, RT 005 RW 004, KEL. CIMPAEUN, KEC. TAPOS",895360000000,JAWA BARAT | KOTA DEPOK | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH 45 KUNINGAN,"JL. JENDRAL SUDIRMAN NO.68, KABUPATEN KUNINGAN, JAWA BARAT",(0232) 871885,JAWA BARAT | KUNINGAN | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH LINGGAJATI KUNINGAN,JLN. RAYA BANDORASA WETAN - CILIMUS NO.36 KEC.CILIMUS KAB. KUNINGAN,232614884,JAWA BARAT | KUNINGAN | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH MAJALENGKA,JALAN KESEHATAN 45411 MAJALENGKA WEST JAVA,(0233) 281189,JAWA BARAT | MAJALENGKA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH CIDERES,JL. RAYA CIDERES - KADIPATEN NO. 180 DESA BOJONG CIDERES KECAMATAN DAWUAN KABUPATEN MAJALENGKA 45453,"(0233)-662082,",JAWA BARAT | MAJALENGKA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH TALAGA,"JL. RAYA MAJALENGKA-CIKIJING, BLOK CIPEUCANG I DESA TALAGA WETAN, KECAMATAN TALAGA",2333600015,JAWA BARAT | MAJALENGKA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH PANDEGA PANGANDARAN,"JL. MERDEKA, PANANJUNG, KEC. PANGANDARAN, KAB. PANGANDARAN, JAWA BARAT 46396",(0265) 7503044,JAWA BARAT | PANGANDARAN | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH BAYU ASIH,JL. VETERAN NO. 39 PURWAKARTA,0264-200100,JAWA BARAT | PURWAKARTA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH SUBANG,JL. BRIGJEN KATAMSO NO. 37 SUBANG,(0260)411421,JAWA BARAT | SUBANG | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
"RS UMUM DAERAH R. SYAMSUDIN, SH","JL. RUMAH SAKIT NO.1, CIKOLE, KEC. CIKOLE, KOTA SUKABUMI, JAWA BARAT 43113",(0266) 225180,JAWA BARAT | SUKABUMI | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH SAGARANTEN,KP. CIGADOG RT. 025 RW. 006 DESA SAGARANTEN KEC. SAGARANTEN,2666345422,JAWA BARAT | SUKABUMI | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH JAMPANG KULON,"JL. CIBARUSAH NO.1 JAMPANG KULON, KAB.SUKABUMI",0266-490009,JAWA BARAT | SUKABUMI | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH PALABUHANRATU,JL. AHMAD YANI NO.2 PALABUHANRATU,0266-432081,JAWA BARAT | SUKABUMI | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH SEKARWANGI,JL. SILIWANGI NO. 49 CIBADAK SUKABUMI,0266-531261,JAWA BARAT | SUKABUMI | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH SUMEDANG,"JL. PALASARI NO.80/JL. PRABU GEUSAN ULUN NO.41, KOTAKULON, SUMEDANG SELATAN, KABUPATEN SUMEDANG, JAWA BARAT",(0261) 201021,JAWA BARAT | SUMEDANG | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH SINGAPARNA MEDIKA CITRAUTAMA,"JL. RAYA RANCAMAYA, CIKUNTEN, KEC. SINGAPARNA, KABUPATEN TASIKMALAYA, JAWA BARAT 46412",-,JAWA BARAT | TASIKMALAYA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH KHZ MUSTHAFA KABUPATEN TASIKMALAYA,"JL. RANCAMAYA SINGAPARNA, KABUPATEN TASIKMALAYA, JAWA BARAT",0265-543238,JAWA BARAT | TASIKMALAYA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH HJ. ANNA LASMANAH BANJARNEGARA,"JL. JEND. SUDIRMAN NO.88, KUTABANJARNEGARA, KEC. BANJARNEGARA, KAB. BANJARNEGARA, JAWA TENGAH 53418",-,JAWA TENGAH | BANJARNEGARA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH PROF DR. MARGONO SOEKARJO,JL. DR GUMBREG NO. 1 PURWOKERTO,0281-632708,JAWA TENGAH | BANYUMAS | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH AJIBARANG,"JL. RAYA PANCASAN NO.1,AJIBARANG BANYUMAS",0281-6570004,JAWA TENGAH | BANYUMAS | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH BANYUMAS,JL. RUMAH SAKIT NO.1 BANYUMAS,(0281)796031,JAWA TENGAH | BANYUMAS | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH LIMPUNG,"JL. DR.SUTOMO NO.17 A, SIKIDANG, LIMPUNG, KEC. LIMPUNG, KABUPATEN BATANG, JAWA TENGAH 51271",(0285) 4468362,JAWA TENGAH | BATANG | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH DR. R. SOETIJONO BLORA,"JL. DR SUTOMO NO. 42, BLORA",0296-531118,JAWA TENGAH | BLORA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH DR. R. SOEPRAPTO CEPU,"JL. RONGGOLAWE NO. 50,CEPU",0296-421026,JAWA TENGAH | BLORA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH SAMIN SUROSENTIKO RANDUBLATUNG,GG. KABAYAN RT. 06 RW. 01 KEL. RANDUBLATUNG,081391840777_,JAWA TENGAH | BLORA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH WARAS WIRIS,"JL. RAYA KARANGGEDE - GEMOLONG NO.KM. 13, RANDUSARI, SUKIAN, KEC. ANDONG, KABUPATEN BOYOLALI, JAWA TENGAH 57384",(0271) 2933001,JAWA TENGAH | BOYOLALI | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH PANDAN ARANG BOYOLALI,"JL. KANTIL NO. 14 PULISEN, BOYOLALI, JAWA TENGAH",0276-321065,JAWA TENGAH | BOYOLALI | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH SIMO,"JL. SIMO - BANGAK KM. 01, KEBAYANAN 3, PELEM, KEC. SIMO, KABUPATEN BOYOLALI, JAWA TENGAH",0276-3294719,JAWA TENGAH | BOYOLALI | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH BREBES,JL. JEND.SUDIRMAN NO.181 BREBES JAWA TENGAH 52212,0283-671431,JAWA TENGAH | BREBES | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH BUMIAYU,JL. KH. AHMAD DAHLAN KM. 1 BUMIAYU,(0289) 432347,JAWA TENGAH | BREBES | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH CILACAP,JL. GATOT SUBROTO 28 CILACAP RT 04 / RW 05 KEL. SIDANEGARA KEC. CILACAP TENGAH KAB. CILACAP,0282-533010,JAWA TENGAH | CILACAP | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH MAJENANG,JL. DR. SOETOMO NO. 54 MAJENANG,0280-621012,JAWA TENGAH | CILACAP | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH SUNAN KALIJAGA,"JL. SULTAN FATAH NO.669/50, BOGORAME, BINTORO, KEC. DEMAK, KABUPATEN DEMAK, JAWA TENGAH 59511",(0291) 685018,JAWA TENGAH | DEMAK | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH SULTAN FATAH KARANGAWEN DEMAK,JL. RAYA SEMARANG PURWODADI KM. 21 NO. 107 KARANGAWEN DEMAK,024-76602154,JAWA TENGAH | DEMAK | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH KI AGENG SELO,"JL. RAYA BLORA - PURWODADI NO.KM 19, AREA SAWAH, KUNDEN, KEC. WIROSARI, KABUPATEN GROBOGAN, JAWA TENGAH 58192",(0292) 7631916,JAWA TENGAH | GROBOGAN | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH DR. R.SOEDJATI SOEMODIARDJO,"JL. D.I PANJAITAN 36, PURWODADI - GROBOGAN 58111",0292-421004,JAWA TENGAH | GROBOGAN | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH KI AGENG GETAS PENDOWO GUBUG,JL. AHMAD YANI NO. 57 GUBUG KEC. GUBUG,2925151911,JAWA TENGAH | GROBOGAN | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH R. A. KARTINI,JL. K.H. WAHID HASYIM JEPARA,"0291-593286, 59",JAWA TENGAH | JEPARA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH KARTINI KARANGANYAR,"JALAN LAKSDA JL. YOS SUDARSO, JENGGLONG, BEJEN, KEC. KARANGANYAR, KABUPATEN KARANGANYAR, JAWA TENGAH 57716",(0271) 495673,JAWA TENGAH | KARANGANYAR | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH PREMBUN,JL. SLAMET RIYADI NO. 53 PREMBUN KEBUMEN,2876651146,JAWA TENGAH | KEBUMEN | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH DR. SOEDIRMAN KABUPATEN KEBUMEN,JL. KEBUMEN RAYA - MUKTISARI KEBUMEN,0287-381101,JAWA TENGAH | KEBUMEN | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH DR. H. SOEWONDO KENDAL,"JL. LAUT NO.21, NGILIR, KEC. KENDAL, KABUPATEN KENDAL, JAWA TENGAH 51311",(0294) 381433,JAWA TENGAH | KENDAL | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH BAGAS WARAS,"JALAN IR. SOEKARNO BLK. II NO.KM, BUNTALAN, KEC. KLATEN TENGAH, KABUPATEN KLATEN, JAWA TENGAH 57419",(0272) 3359666,JAWA TENGAH | KLATEN | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM PUSAT DR. SOERADJI TIRTONEGORO,"JL. KRT. SURAJI TIRTONEGORO NO.1, KLATEN",0272-326060; 02,JAWA TENGAH | KLATEN | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH TIDAR,"JL. TIDAR NO.30 A, KOTA MAGELANG",0293-362260,JAWA TENGAH | KOTA MAGELANG | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH BENDAN KOTA PEKALONGAN,JL. SRIWIJAYA NO. 2 PEKALONGAN,285437222,JAWA TENGAH | KOTA PEKALONGAN | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH KOTA SALATIGA,"JL. OSAMALIKI NO.19, SALATIGA",0298-324074,JAWA TENGAH | KOTA SALATIGA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
"RS UMUM DAERAH DR. ADHYATMA, MPH","JL. WALISONGO KM 8,5 NO 137 SEMARANG",024-7605378,JAWA TENGAH | KOTA SEMARANG | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM PUSAT DR. KARIADI,"JL. DR. SOETOMO NO.16, SEMARANG",024-8413476,JAWA TENGAH | KOTA SEMARANG | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS DAERAH KRMT WONGSONEGORO,JL. FATMAWATI NO.1 SEMARANG,024-6711500,JAWA TENGAH | KOTA SEMARANG | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH IBU FATMAWATI SOEKARNO,JL. LETTU SUMARTO NO. 1 KEL. KADIPIRO KEC. BANJARSARI,0271-715300,JAWA TENGAH | KOTA SURAKARTA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH BUNG KARNO KOTA SURAKARTA,JL. SUNGAI SERANG 1 RT 03 RW 03 KELURAHAN MOJO KECAMATAN PASAR KLIWON,2712936301,JAWA TENGAH | KOTA SURAKARTA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH DR. MOEWARDI SURAKARTA,"JL. KOL SUTARTO 132,SURAKARTA",0271-634634,JAWA TENGAH | KOTA SURAKARTA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM PUSAT SURAKARTA,"JL. PROFESOR DR. SOEHARSO NO.28, JAJAR, KEC. LAWEYAN",271720002,JAWA TENGAH | KOTA SURAKARTA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH KARDINAH,JL. AIP. KS TUBUN NO.2 KELURAHAN KEJAMBON KECAMATAN TEGAL TIMUR KOTA TEGAL,0283-350377,JAWA TENGAH | KOTA TEGAL | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH DR. LOEKMONO HADI,"JL. DR. LUKMONOHADI NO.19,KUDUS",0291-444001,JAWA TENGAH | KUDUS | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH CANDI UMBUL,JL. PAGERGUNUNG KM. 1 KEC. GRABAG KAB. MAGELANG,2933191406,JAWA TENGAH | MAGELANG | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH MERAH PUTIH,JL. RAYA MAGELANG-YOGYAKARTA KM 05 MUNGKIDAN DANUREJO MERTOYUDAN,0293-3202654,JAWA TENGAH | MAGELANG | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH KAYEN PATI,JL. RUMAH SAKIT NO.1 KAYEN PATI,(0295) 4101295,JAWA TENGAH | PATI | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH RAA SOEWONDO,JL. DR SOESANTO NO. 114 PATI,0295-381102,JAWA TENGAH | PATI | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH KRATON KAB. PEKALONGAN,"JL. VETERAN NO.31, DUKUH, KEC. PEKALONGAN UTARA, KOTA PEKALONGAN, JAWA TENGAH 51117",(0285) 423523,JAWA TENGAH | PEKALONGAN | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH KAJEN KAB. PEKALONGAN,JL. RAYA KARANGSARI KARANGANYAR KAB. PEKALONGAN,0285-385231,JAWA TENGAH | PEKALONGAN | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH DR. M. ASHARI PEMALANG,"JL. GATOT SUBROTO NO.41,PEMALANG",0284-321614,JAWA TENGAH | PEMALANG | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH DR. R. GOETENG TAROENADIBRATA,"JL. TENTARA PELAJAR NO.23, KEMBARAN KULON, KEC. PURBALINGGA, KABUPATEN PURBALINGGA, JAWA TENGAH 53319",(0281) 891016,JAWA TENGAH | PURBALINGGA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH PANTI NUGROHO,JL. SOEKARNO HATTA KM 2 KELURAHAN KARANG MANYAR KECAMATAN KALIMANAH KABUPATEN PURBALINGGA,0281-891434,JAWA TENGAH | PURBALINGGA | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH DR. TJITROWARDOJO PURWOREJO,"JL. JENDERAL SUDIRMAN NO.60, RW. I, DOPLANG, KEC. PURWOREJO, KABUPATEN PURWOREJO, JAWA TENGAH 54114",(0275) 321118,JAWA TENGAH | PURWOREJO | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH R.A.A TJOKRONEGORO,"JL. SOEKARNO HATTA, BORO KULON, KEC. BANYUURIP",2752973040,JAWA TENGAH | PURWOREJO | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH DR. R. SOETRASNO REMBANG,JL. PAHLAWAN NO.16 REMBANG,0295-691444,JAWA TENGAH | REMBANG | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH DR. GONDO SUWARNO,"JL. DIPONEGORO NO.125, UNGARAN, GENUK, KEC. UNGARAN BAR., KABUPATEN SEMARANG, JAWA TENGAH 50512",(024) 6921006,JAWA TENGAH | SEMARANG | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH DR. GUNAWAN MANGUNKUSUMO,"JL. KARTINI NO.101, AMBARAWA",0298-591020,JAWA TENGAH | SEMARANG | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH SUKOWATI TANGEN,"JL. RAYA TANGEN-GESI, BRAKBUNDER, KATELAN, TANGEN, SRAGEN, SRAGEN, JAWA TENGAH 57261",2718854999,JAWA TENGAH | SRAGEN | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH DR. SOERATNO GEMOLONG,JL. R NGT TJITROSANTJOKO 10 GEMOLONG GEMOLONG SRAGEN,0271-6811839,JAWA TENGAH | SRAGEN | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH DR. SOEHADI PRIJONEGORO,"JL. RAYA SUKOWATI NO.534, SRAGEN",271891068,JAWA TENGAH | SRAGEN | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH IR. SOEKARNO KABUPATEN SUKOHARJO,"JL. DR. MUWARDI 71, SUKOHARJO",0271-593118,JAWA TENGAH | SUKOHARJO | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH SURADADI,JL. RAYA TEGAL-PEMALANG KM.12,(0283)4532151,JAWA TENGAH | TEGAL | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH DR. SOESELO SLAWI KABUPATEN TEGAL,JL. DR. SUTOMO NO.63 DESA SLAWI KULON KECAMATAN SLAWI,0283-491016,JAWA TENGAH | TEGAL | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH KABUPATEN TEMANGGUNG,JL. GAJAHMADA 1A,0293-491119,JAWA TENGAH | TEMANGGUNG | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH DR. SOEDIRAN MANGUN SUMARSO WONOGI,"JL. JEND A YANI NO. 40,GIRIWONO, WONOGIRI, JATENG",0273-321008,JAWA TENGAH | WONOGIRI | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM SETJONEGORO WONOSOBO,"JL. RSU SETJONEGORO NO.1, STASIUN, WONOSOBO BAR., KEC. WONOSOBO, KABUPATEN WONOSOBO, JAWA TENGAH 56311",(0286) 321091,JAWA TENGAH | WONOSOBO | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH SYARIFAH AMBAMI RATO EBU,"JL. PEMUDA KAFFA NO.9, PEJAGAN, KEC. BANGKALAN, KABUPATEN BANGKALAN, JAWA TIMUR 69112",0812-5252-5117,JAWA TIMUR | BANGKALAN | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH GENTENG,"JL. HASANUDIN NO.98, GENTENG, BANYUWANGI - JAWA TIMUR",0333-845839,JAWA TIMUR | BANYUWANGI | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH BLAMBANGAN,JL. LETKOL ISTIQLAH NO. 49 BANYUWANGI,0333-421118,JAWA TIMUR | BANYUWANGI | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH SRENGAT KAB. BLITAR,"JL. RAYA DANDONG, DANDONG, KEC. SRENGAT, KABUPATEN BLITAR, JAWA TIMUR 66152",(0342) 5651555,JAWA TIMUR | BLITAR | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH NGUDI WALUYO WLINGI,JL. DR. SUCIPTO NO. 5 WLINGI KABUPATEN BLITAR,0342-691006,JAWA TIMUR | BLITAR | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH DR. R. SOSODORO DJATIKOESOEMO,"JL. VETERAN NO.36, JAMBEAN, SUKOREJO, KEC. BOJONEGORO, KABUPATEN BOJONEGORO, JAWA TIMUR 62111",0811-3224-972,JAWA TIMUR | BOJONEGORO | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH KEPOHBARU,JL. RAYA KEPOHBARU-GUNUNGSARI NO. 472 KEC. KEPOHBARU KAB. BOJONEGORO JAWA TIMUR,081335011152_,JAWA TIMUR | BOJONEGORO | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH PADANGAN,"JL. DR. SOETOMO NO. 2 PADANGAN, BOJONEGORO",(0353) 551666,JAWA TIMUR | BOJONEGORO | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH SUMBERREJO,"JL. RAYA NO. 231 SUMBERREJO, BOJONEGORO",0353-331530,JAWA TIMUR | BOJONEGORO | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DR. H.KOESNADI BONDOWOSO,"JL. KAPTEN JL. PIERE TENDEAN NO.3, BADEAN, KEC. BONDOWOSO, KABUPATEN BONDOWOSO, JAWA TIMUR 68323",(0332) 421263,JAWA TIMUR | BONDOWOSO | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH IBNU SINA KAB. GRESIK,JL. DR. WAHIDIN SUDIROHUSODO NO. 243B GRESIK,031-3951239,JAWA TIMUR | GRESIK | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH DR. SOEBANDI JEMBER,"JL. DR. SOEBANDI NO.124, JEMBER",0331-487441,JAWA TIMUR | JEMBER | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS TK. III BALADHIKA HUSADA JEMBER,JL. PB SUDIRMAN NO. 45 JEMBER,0331-484674,JAWA TIMUR | JEMBER | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH KAB. JOMBANG,"JL. KH. WAHID HASYIM NO.52, JOMBANG",0321-863502,JAWA TIMUR | JOMBANG | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH PLOSO,JL. DARMO SUGONDO NO.83 REJOAGUNG-PLOSO,0321-888615,JAWA TIMUR | JOMBANG | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH SIMPANG LIMA GUMUL KEDIRI,"JALAN GALUH CANDRAKIRANA, TUGUREJO, KEC. NGASEM, KABUPATEN KEDIRI, JAWA TIMUR 64182",(0354) 2891400,JAWA TIMUR | KEDIRI | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH KABUPATEN KEDIRI,JL. PAHLAWAN KUSUMA BANGSA NO. 1 PARE,0354-391718,JAWA TIMUR | KEDIRI | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH MARDI WALUYO,"JL. KALIMANTAN 113, KOTA BLITAR",0342-802118,JAWA TIMUR | KOTA BLITAR | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH GAMBIRAN,JL. KAPTEN PIERRE TENDEAN NO. 16 KOTA KEDIRI,0354-2810000,JAWA TIMUR | KOTA KEDIRI | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
RS UMUM DAERAH KILISUCI,JL. KH. WAKHID HASYIM 64 KOTA KEDIRI,(0354)6021640,JAWA TIMUR | KOTA KEDIRI | TIDAK DIKENAKAN COPAYMENT | REIMBURSEMENT ONLY | Manulife
